,creation,namespace,grade,id,?column?
36,2021-06-16,cbpdigital,ef 3o ano,160857,0 days 00:00:56.970984
37,2021-06-16,colegiopremium,ef 9o ano,160858,3 days 21:13:59.881462
38,2021-06-16,psantagema,em 2a serie,160865,0 days 01:20:46.797017
39,2021-06-16,psantagema,em 3a serie,160884,2 days 00:02:50.374793
40,2021-06-16,cbpdigital,ef 4o ano,160888,0 days 00:00:34.676646
41,2021-06-16,spdacruz,ef 6o ano,160889,-1 days +23:57:19.277258
42,2021-06-16,colegiofuturageracao,ef 9o ano,160890,0 days 00:00:25.116531
43,2021-06-16,psantagema,em 3a serie,160891,2 days 00:03:10.490602
44,2021-06-16,psantagema,em 1a serie,160896,0 days 21:55:56.922787
45,2021-06-16,cbpdigital,ef 5o ano,160899,0 days 00:21:23.511781
46,2021-06-16,educandarioterciocorreia,ef 9o ano,160903,0 days 01:09:42.884174
47,2021-06-16,colegiobilac,ef 7o ano,160905,0 days 00:00:05.572152
48,2021-06-16,colegiopremium,em 2a serie,160918,0 days 08:05:51.136292
49,2021-06-16,spdacruz,em 3a serie,161005,0 days 08:16:44.023284
50,2021-06-16,spdacruz,em 3a serie,161027,0 days 00:01:49.349896
0,2021-06-17,colegiofuturageracao,ef 2o ano,161250,0 days 01:32:25.198234
1,2021-06-17,stellamarisjuveve,ef 4o ano,161366,0 days 00:31:45.226286
2,2021-06-17,colegioeducallis,ef 4o ano,161783,2 days 11:50:42.286018
3,2021-06-17,colegioeducallis,ef 4o ano,161821,2 days 12:23:34.484587
4,2021-06-17,colegiofuturageracao,ef 4o ano,161827,0 days 03:28:57.468470
5,2021-06-17,cbpdigital,ef 5o ano,161343,0 days 00:33:21.441765
6,2021-06-17,educandarioterciocorreia,ef 6o ano,161073,1 days 00:55:37.794668
7,2021-06-17,integradaeducativa,ef 6o ano,161168,0 days 09:15:27.628331
8,2021-06-17,stellamarisjuveve,ef 6o ano,161324,0 days 00:40:18.181312
9,2021-06-17,stellamarisjuveve,ef 6o ano,161375,0 days 00:18:19.173863
10,2021-06-17,colegiouniverso,ef 6o ano,161399,0 days 05:44:59.135152
11,2021-06-17,pioxi,ef 6o ano,161763,0 days 00:05:59.143423
12,2021-06-17,colegioglobal,ef 7o ano,161152,0 days 01:39:39.601979
13,2021-06-17,stellamarisaguaverde,ef 7o ano,161429,0 days 01:38:25.706128
14,2021-06-17,stellamarisaguaverde,ef 7o ano,161447,0 days 00:45:16.851395
15,2021-06-17,colegioglobal,ef 7o ano,161486,0 days 00:02:50.940521
16,2021-06-17,pioxi,ef 7o ano,161800,0 days 01:08:38.305819
17,2021-06-17,colegioeducallis,ef 7o ano,161831,1 days 04:41:42.934075
18,2021-06-17,educandarioterciocorreia,ef 7o ano,161869,0 days 18:07:17.731150
19,2021-06-17,colegiodasamericas,ef 8o ano,161412,0 days 17:26:33.360759
20,2021-06-17,colegiodasamericas,ef 8o ano,161416,1 days 00:19:54.556175
21,2021-06-17,colegiodasamericas,ef 8o ano,161421,0 days 04:17:07.761785
22,2021-06-17,colegiodasamericas,ef 8o ano,161510,6 days 09:13:05.689231
23,2021-06-17,colegiofuturageracao,ef 8o ano,161773,0 days 05:49:58.970504
24,2021-06-17,pioxi,ef 8o ano,161819,0 days 00:44:26.734569
25,2021-06-17,colegioeducallis,ef 8o ano,161850,1 days 00:06:27.883098
26,2021-06-17,spdacruz,ef 8o ano,161861,0 days 00:02:29.761657
27,2021-06-17,einsteinassis,ef 8o ano,161910,0 days 02:29:24.762742
28,2021-06-17,educandarioterciocorreia,ef 9o ano,161294,0 days 08:55:42.987027
29,2021-06-17,colegioglobal,ef 9o ano,161339,0 days 00:00:12.312883
30,2021-06-17,stellamarisjuveve,ef 9o ano,161369,0 days 00:48:51.482533
31,2021-06-17,spdacruz,ef 9o ano,161417,0 days 01:22:46.419267
32,2021-06-17,colegioup,ef 9o ano,161474,0 days 03:33:30.442032
33,2021-06-17,stellamarisjuveve,ef 9o ano,161489,0 days 00:10:38.827854
34,2021-06-17,colegioalphaunis,ef 9o ano,161799,0 days 00:07:32.516502
35,2021-06-17,colegioalphaunis,ef 9o ano,161954,0 days 00:29:45.578279
36,2021-06-17,colegioflamingo,em 1a serie,161040,0 days 00:06:32.216630
37,2021-06-17,elitecuritibaemilianoperneta,em 1a serie,161620,0 days 00:29:14.436228
38,2021-06-17,elitecuritibaemilianoperneta,em 1a serie,161648,0 days 00:19:55.196393
39,2021-06-17,elitecuritibaemilianoperneta,em 1a serie,161651,0 days 00:19:58.642163
40,2021-06-17,elitecuritibaemilianoperneta,em 1a serie,161659,0 days 00:38:53.495092
41,2021-06-17,stellamarisjuveve,em 1a serie,161730,0 days 00:40:32.284294
42,2021-06-17,stellamarisjuveve,em 1a serie,161741,0 days 00:27:45.547601
43,2021-06-17,stellamarisjuveve,em 1a serie,161769,0 days 00:58:15.164064
44,2021-06-17,stellamarisjuveve,em 1a serie,161780,0 days 00:07:19.116094
45,2021-06-17,stellamarisjuveve,em 1a serie,161789,0 days 03:54:59.898519
46,2021-06-17,colegioeducallis,em 1a serie,161887,0 days 15:05:56.367590
47,2021-06-17,spdacruz,em 1a serie,161895,0 days 01:08:08.462158
48,2021-06-17,colegioglobal,em 2a serie,161077,0 days 01:38:12.330802
49,2021-06-17,colegiobetelbrasileirosp,em 2a serie,161672,0 days 04:15:55.719347
50,2021-06-17,colegioeducallis,em 2a serie,161902,3 days 23:04:56.800329
51,2021-06-17,spdacruz,em 2a serie,161975,0 days 00:06:28.147797
52,2021-06-17,colegiobetelbrasileirosp,em 3a serie,161676,0 days 16:27:33.872391
53,2021-06-17,provaspoliedro,outro,161357,0 days 03:34:07.747749
0,2021-06-18,integra,ef 1o ano,162492,0 days 01:24:10.626476
1,2021-06-18,educandarioterciocorreia,ef 3o ano,161984,0 days 13:42:33.090773
2,2021-06-18,integra,ef 4o ano,162517,0 days 12:09:20.811920
3,2021-06-18,educandarioterciocorreia,ef 6o ano,162010,0 days 14:28:49.454755
4,2021-06-18,colegiouniverso,ef 6o ano,162121,0 days 01:08:13.917484
5,2021-06-18,integradaeducativa,ef 6o ano,162257,0 days 08:50:21.377900
6,2021-06-18,integradaeducativa,ef 7o ano,162258,0 days 09:01:42.718564
7,2021-06-18,colegioup,ef 7o ano,162557,0 days 04:12:38.920201
8,2021-06-18,spdacruz,ef 7o ano,162558,-1 days +23:40:21.881464
9,2021-06-18,colegiouniverso,ef 8o ano,162157,0 days 00:42:12.207206
10,2021-06-18,integradaeducativa,ef 8o ano,162259,0 days 07:55:32.444096
11,2021-06-18,integradaeducativa,ef 8o ano,162524,0 days 00:00:52.875079
12,2021-06-18,spdacruz,ef 9o ano,162001,0 days 01:06:55.960056
13,2021-06-18,spdacruz,ef 9o ano,162020,0 days 16:25:50.780159
14,2021-06-18,colegioalphaunis,ef 9o ano,162107,0 days 01:06:24.149108
15,2021-06-18,spdacruz,ef 9o ano,162171,0 days 00:05:08.662477
16,2021-06-18,colegioeducallis,ef 9o ano,162190,1 days 15:28:53.703033
17,2021-06-18,colegioeducallis,em 1a serie,161990,0 days 05:52:40.913121
18,2021-06-18,integradaeducativa,em 1a serie,162033,0 days 00:07:49.050810
19,2021-06-18,ceespacolivre,em 1a serie,162177,0 days 07:09:46.354335
20,2021-06-18,integradaeducativa,em 1a serie,162266,0 days 01:15:29.375033
21,2021-06-18,integradaeducativa,em 1a serie,162271,0 days 01:15:08.336400
22,2021-06-18,spdacruz,em 1a serie,162521,0 days 02:11:47.295698
23,2021-06-18,spdacruz,em 2a serie,161981,0 days 01:29:14.432762
24,2021-06-18,colegioplanck,em 2a serie,162240,0 days 05:57:18.770273
25,2021-06-18,colegioeducallis,em 2a serie,162519,1 days 02:46:32.558636
26,2021-06-18,colegioeducallis,em 2a serie,162520,5 days 10:54:19.593546
27,2021-06-18,ceespacolivre,em 2a serie,162526,0 days 01:18:38.889347
28,2021-06-18,colegioup,em 2a serie,162536,0 days 01:29:36.421712
29,2021-06-18,integradaeducativa,em 3a serie,161980,0 days 03:36:26.322500
0,2021-06-19,colegiobetelbrasileirosp,ef 1o ano,162726,0 days 11:09:11.360454
1,2021-06-19,colegioeducallis,ef 2o ano,162677,0 days 05:43:35.569685
2,2021-06-19,psantagema,ef 6o ano,162679,0 days 03:30:49.999421
3,2021-06-19,colegiofuturageracao,ef 6o ano,162688,0 days 00:10:32.260703
4,2021-06-19,colegioup,ef 6o ano,162839,0 days 03:41:29.802504
5,2021-06-19,pioxi,ef 7o ano,162683,0 days 00:21:27.127542
6,2021-06-19,psantagema,ef 7o ano,162685,0 days 00:07:30.504078
7,2021-06-19,psantagema,ef 8o ano,162691,0 days 00:10:55.573832
8,2021-06-19,psantagema,ef 8o ano,162702,0 days 02:56:16.755389
9,2021-06-19,psantagema,ef 8o ano,162704,0 days 02:56:28.505429
10,2021-06-19,psantagema,ef 8o ano,162776,3 days 10:19:18.594067
11,2021-06-19,colegioup,ef 8o ano,162852,0 days 00:00:56.039439
12,2021-06-19,colegioglobal,ef 9o ano,162597,0 days 00:00:16.899392
13,2021-06-19,psantagema,ef 9o ano,162705,0 days 02:56:39.768276
14,2021-06-19,colegioup,ef 9o ano,162788,0 days 00:23:51.480932
15,2021-06-19,colegiobetelbrasileirosp,em 1a serie,162723,0 days 15:36:48.761788
16,2021-06-19,psantagema,em 1a serie,162785,0 days 01:54:12.726592
17,2021-06-19,colegioup,em 2a serie,162577,0 days 00:00:57.003656
18,2021-06-19,colegiobetelbrasileirosp,em 2a serie,162721,0 days 07:19:30.609341
19,2021-06-19,psantagema,em 2a serie,162795,0 days 00:11:30.142030
20,2021-06-19,colegioup,em 2a serie,162814,0 days 01:08:58.015879
21,2021-06-19,villalobos,em 3a serie,162658,0 days 00:00:35.270238
22,2021-06-19,colegiobetelbrasileirosp,em 3a serie,162720,0 days 14:15:55.787949
23,2021-06-19,colegiobetelbrasileirosp,em 3a serie,162731,0 days 02:10:44.364767
24,2021-06-19,psantagema,em 3a serie,162740,-1 days +23:52:18.170991
25,2021-06-19,psantagema,em 3a serie,162742,-1 days +23:54:47.437830
26,2021-06-19,psantagema,em 3a serie,162820,0 days 01:23:54.254289
0,2021-06-20,colegioeducallis,ef 3o ano,163009,0 days 05:09:12.295235
1,2021-06-20,villalobos,ef 4o ano,162943,0 days 04:32:47.791340
2,2021-06-20,villalobos,ef 4o ano,162946,0 days 04:11:27.220853
3,2021-06-20,educandarioterciocorreia,ef 5o ano,162938,-1 days +23:58:04.102549
4,2021-06-20,spdacruz,ef 6o ano,162955,0 days 00:00:58.636410
5,2021-06-20,spdacruz,ef 6o ano,162961,-1 days +23:36:32.227103
6,2021-06-20,spdacruz,ef 6o ano,162967,0 days 00:08:54.001769
7,2021-06-20,spdacruz,ef 6o ano,163183,0 days 00:05:58.691552
8,2021-06-20,spdacruz,ef 6o ano,163202,-1 days +23:43:07.609870
9,2021-06-20,educandarioterciocorreia,ef 6o ano,163215,0 days 00:03:45.387696
10,2021-06-20,pioxi,ef 7o ano,162935,0 days 01:01:22.831574
11,2021-06-20,spdacruz,ef 7o ano,162951,-1 days +23:53:34.905220
12,2021-06-20,pioxi,ef 7o ano,162982,0 days 00:12:55.293726
13,2021-06-20,educandarioterciocorreia,ef 7o ano,163006,-1 days +23:56:49.647562
14,2021-06-20,colegioup,ef 7o ano,163065,0 days 04:08:24.083044
15,2021-06-20,educandarioterciocorreia,ef 7o ano,163166,1 days 21:09:33.874463
16,2021-06-20,colegiofuturageracao,ef 7o ano,163247,0 days 00:13:09.063551
17,2021-06-20,einsteinassis,ef 8o ano,162929,0 days 01:17:41.269530
18,2021-06-20,integradaeducativa,ef 8o ano,162945,0 days 00:23:57.182104
19,2021-06-20,spdacruz,ef 8o ano,162947,-1 days +23:56:58.200002
20,2021-06-20,colegioup,ef 8o ano,162992,0 days 00:08:11.959522
21,2021-06-20,colegioup,ef 8o ano,163055,0 days 00:03:18.303750
22,2021-06-20,integradaeducativa,ef 8o ano,163154,0 days 00:08:24.447073
23,2021-06-20,spdacruz,ef 8o ano,163157,0 days 00:02:15.033170
24,2021-06-20,spdacruz,ef 8o ano,163177,-1 days +23:54:55.714030
25,2021-06-20,colegiofuturageracao,ef 8o ano,163211,-1 days +23:58:33.243175
26,2021-06-20,colegioalphaunis,ef 9o ano,162863,0 days 01:39:26.119263
27,2021-06-20,colegioalphaunis,ef 9o ano,162877,0 days 01:42:18.876938
28,2021-06-20,colegioalphaunis,ef 9o ano,163070,0 days 00:12:11.770715
29,2021-06-20,spdacruz,ef 9o ano,163153,16 days 08:18:30.534170
30,2021-06-20,spdacruz,ef 9o ano,163198,0 days 09:40:41.526834
31,2021-06-20,spdacruz,ef 9o ano,163208,0 days 10:29:52.470604
32,2021-06-20,psantagema,em 1a serie,162978,20 days 14:46:00.815026
33,2021-06-20,colegioflamingo,em 1a serie,163225,-1 days +23:59:53.979731
34,2021-06-20,colegioup,em 2a serie,162898,0 days 00:42:39.292697
35,2021-06-20,psantagema,em 2a serie,162958,4 days 04:20:28.919939
36,2021-06-20,colegioup,em 2a serie,163030,0 days 01:07:39.284455
37,2021-06-20,colegioup,em 2a serie,163066,0 days 00:42:36.362340
38,2021-06-20,psantagema,em 3a serie,162975,2 days 23:32:50.957863
39,2021-06-20,psantagema,em 3a serie,162976,2 days 23:32:35.283641
40,2021-06-20,prismapatrocinio,outro,162927,0 days 00:33:18.001454
0,2021-06-21,colegioup,ef 6o ano,163293,0 days 03:59:04.253612
1,2021-06-21,educandarioterciocorreia,ef 7o ano,163326,0 days 01:45:37.755114
2,2021-06-21,colegiobatistaindependente,ef 9o ano,163389,-1 days +23:59:53.192962
3,2021-06-21,colegioup,em 2a serie,163452,0 days 01:19:24.687642
4,2021-06-21,educandarioterciocorreia,ef 8o ano,163578,0 days 05:29:21.680031
5,2021-06-21,psantagema,ef 6o ano,163605,2 days 23:31:10.204636
6,2021-06-21,psantagema,ef 6o ano,163610,2 days 23:22:13.088562
7,2021-06-21,porto,em 2a serie,163648,0 days 01:13:08.087399
8,2021-06-21,integradaeducativa,ef 7o ano,163649,-1 days +23:33:14.794888
9,2021-06-21,spdacruz,ef 6o ano,163673,0 days 00:45:32.674042
10,2021-06-21,colegioup,ef 6o ano,163679,0 days 02:55:18.412784
11,2021-06-21,pioxi,ef 8o ano,163692,0 days 00:24:46.217734
12,2021-06-21,colegiofuturageracao,ef 6o ano,163693,-1 days +23:59:58.052321
13,2021-06-21,spdacruz,ef 6o ano,163718,0 days 00:03:59.637831
14,2021-06-21,acessosantafelicidade,ef 8o ano,163741,1 days 01:59:08.894315
15,2021-06-21,colegiodasamericas,ef 8o ano,163796,0 days 02:01:26.365472
16,2021-06-21,acessocampolargo,ef 7o ano,163806,0 days 00:48:34.418824
17,2021-06-21,acessohauer,ef 7o ano,163807,0 days 00:07:44.611070
18,2021-06-21,acessocampolargo,ef 8o ano,163815,0 days 02:06:16.861330
19,2021-06-21,acessofazendariogrande,ef 5o ano,163816,0 days 01:35:06.817641
20,2021-06-21,acessocampolargokids,ef 5o ano,163818,0 days 00:02:20.466770
21,2021-06-21,acessocampolargo,ef 9o ano,163829,0 days 01:51:41.329873
22,2021-06-21,acessocampolargo,em 1a serie,163836,0 days 01:08:55.578722
23,2021-06-21,acessocampolargo,em 2a serie,163843,0 days 01:07:40.755514
24,2021-06-21,acessocampolargo,em 1a serie,163850,0 days 02:58:45.677601
25,2021-06-21,acessocampolargo,em 2a serie,163860,0 days 02:44:37.660434
26,2021-06-21,colegiofuturageracao,ef 6o ano,163862,0 days 00:03:28.858675
27,2021-06-21,spdacruz,em 2a serie,163896,0 days 02:03:10.165311
28,2021-06-21,spdacruz,em 2a serie,163917,0 days 02:39:07.644008
29,2021-06-21,integradaeducativa,ef 6o ano,163920,0 days 00:56:06.010061
30,2021-06-21,spdacruz,em 3a serie,163954,0 days 02:07:00.328486
31,2021-06-21,colegioup,em 2a serie,163964,0 days 00:38:39.856278
32,2021-06-21,ceespacolivre,em 2a serie,163969,0 days 00:47:39.767045
33,2021-06-21,spdacruz,em 3a serie,163982,0 days 02:40:17.220450
34,2021-06-21,colegioup,em 2a serie,163983,0 days 00:28:28.140542
35,2021-06-21,colegiofuturageracao,ef 6o ano,164002,0 days 01:00:14.999874
36,2021-06-21,colegioup,em 2a serie,164016,0 days 00:37:28.009103
37,2021-06-21,spdacruz,ef 9o ano,164020,0 days 00:52:06.840353
38,2021-06-21,spdacruz,em 2a serie,164022,0 days 00:57:43.751309
39,2021-06-21,spdacruz,em 2a serie,164026,0 days 04:59:22.981844
40,2021-06-21,educandarioterciocorreia,ef 3o ano,164027,-1 days +23:57:22.777049
41,2021-06-21,spdacruz,ef 9o ano,164028,0 days 00:48:23.449178
42,2021-06-21,colegiofuturageracao,ef 7o ano,164036,0 days 02:04:45.491037
43,2021-06-21,educandarioterciocorreia,ef 9o ano,164041,0 days 00:43:21.770867
44,2021-06-21,pioxi,ef 6o ano,164044,0 days 00:38:28.810554
45,2021-06-21,colegiojoaopaulo,em 1a serie,164050,0 days 01:22:57.194588
46,2021-06-21,colegiojoaopaulo,em 2a serie,164059,0 days 01:24:01.271565
47,2021-06-21,spdacruz,ef 9o ano,164104,0 days 11:55:59.416241
0,2021-06-22,spdacruz,ef 9o ano,164135,0 days 00:53:53.764336
1,2021-06-22,integradaeducativa,ef 7o ano,164139,0 days 04:33:25.957488
2,2021-06-22,pioxi,ef 8o ano,164142,0 days 00:20:59.257217
3,2021-06-22,educandarioterciocorreia,ef 6o ano,164148,0 days 16:39:23.932733
4,2021-06-22,integradaeducativa,ef 7o ano,164151,0 days 09:25:57.769576
5,2021-06-22,integradaeducativa,ef 7o ano,164152,0 days 01:07:49.867227
6,2021-06-22,colegioflamingo,em 1a serie,164159,0 days 07:04:29.503051
7,2021-06-22,colegioglobal,em 2a serie,164171,0 days 00:45:36.381617
8,2021-06-22,einsteinassis,em 1a serie,164198,0 days 02:18:26.656244
9,2021-06-22,colegiofuturageracao,ef 3o ano,164201,0 days 02:46:20.442715
10,2021-06-22,colegiobatistaindependente,ef 7o ano,164212,-1 days +23:59:56.546618
11,2021-06-22,colegiofuturageracao,ef 5o ano,164225,0 days 02:49:35.898590
12,2021-06-22,provaspoliedro,em 2a serie,164234,0 days 05:39:36.764239
13,2021-06-22,psantagema,ef 8o ano,164253,0 days 03:58:53.670986
14,2021-06-22,colegioup,ef 7o ano,164284,0 days 16:45:19.479096
15,2021-06-22,psantagema,ef 7o ano,164312,0 days 02:30:23.906440
16,2021-06-22,pioxi,ef 7o ano,164379,0 days 00:29:53.777189
17,2021-06-22,pioxi,ef 6o ano,164384,0 days 00:23:58.687146
18,2021-06-22,colegioup,ef 9o ano,164411,0 days 03:58:15.711575
19,2021-06-22,spdacruz,ef 6o ano,164446,0 days 17:41:32.869193
20,2021-06-22,spdacruz,ef 6o ano,164521,0 days 00:12:18.403120
21,2021-06-22,colegioup,em 2a serie,164543,0 days 01:02:57.407724
22,2021-06-22,spdacruz,ef 6o ano,164552,0 days 01:53:47.332026
23,2021-06-22,pioxi,ef 7o ano,164573,0 days 01:14:53.825966
24,2021-06-22,spdacruz,ef 7o ano,164582,0 days 00:57:36.837086
25,2021-06-22,integra,ef 5o ano,164587,1 days 06:46:17.636268
26,2021-06-22,spdacruz,ef 8o ano,164599,0 days 00:40:12.057309
27,2021-06-22,spdacruz,ef 8o ano,164600,0 days 00:28:01.961249
28,2021-06-22,integradaeducativa,ef 8o ano,164641,0 days 05:01:37.281083
29,2021-06-22,villalobos,em 3a serie,164672,0 days 02:39:01.613857
0,2021-06-23,colegiouniverso,ef 6o ano,164897,0 days 05:48:58.043820
1,2021-06-23,colegioup,ef 6o ano,164946,0 days 00:02:11.441949
2,2021-06-23,spdacruz,ef 6o ano,164989,0 days 07:13:21.133700
3,2021-06-23,spdacruz,ef 6o ano,164994,0 days 12:18:16.025045
4,2021-06-23,colegiouniverso,ef 6o ano,165065,0 days 01:07:54.161214
5,2021-06-23,colegioeducallis,ef 6o ano,165200,0 days 06:07:46.934188
6,2021-06-23,colegioup,ef 7o ano,164950,0 days 00:02:31.753049
7,2021-06-23,eccos,ef 7o ano,165017,0 days 01:21:47.345884
8,2021-06-23,colegiofuturageracao,ef 7o ano,165164,0 days 00:02:44.546574
9,2021-06-23,colegiobatistaindependente,ef 7o ano,165169,0 days 00:00:07.219108
10,2021-06-23,colegiobatistaindependente,ef 7o ano,165242,0 days 01:25:53.830881
11,2021-06-23,integradaeducativa,ef 8o ano,164803,0 days 08:47:07.534720
12,2021-06-23,colegioeducallis,ef 8o ano,164823,1 days 01:50:11.667398
13,2021-06-23,colegiouniverso,ef 8o ano,164951,0 days 04:12:38.031354
14,2021-06-23,colegiofuturageracao,ef 8o ano,165070,0 days 00:15:56.669292
15,2021-06-23,colegiouniverso,ef 8o ano,165132,0 days 00:01:07.134935
16,2021-06-23,colegiobetelbrasileirosp,ef 8o ano,165162,0 days 00:22:10.625549
17,2021-06-23,colegiofuturageracao,ef 8o ano,165233,0 days 06:10:53.585258
18,2021-06-23,colegioalphaunis,ef 9o ano,164748,0 days 00:21:44.975215
19,2021-06-23,provaspoliedro,ef 9o ano,164941,0 days 00:25:41.721469
20,2021-06-23,spdacruz,ef 9o ano,165005,0 days 04:21:41.513405
21,2021-06-23,integradaeducativa,ef 9o ano,165063,0 days 08:26:26.864195
22,2021-06-23,colegiofuturageracao,ef 9o ano,165108,0 days 00:02:21.638907
23,2021-06-23,colegiofuturageracao,ef 9o ano,165238,0 days 08:25:45.480539
24,2021-06-23,colegiobatistaindependente,em 1a serie,165019,0 days 00:17:50.820324
25,2021-06-23,colegioplanck,em 1a serie,165062,0 days 10:30:25.350208
26,2021-06-23,colegioup,em 2a serie,164816,0 days 12:19:29.742750
27,2021-06-23,colegioplanck,em 2a serie,165143,0 days 05:15:16.720540
28,2021-06-23,colegioflamingo,em 3a serie,165235,0 days 01:44:31.857770
29,2021-06-23,provaspoliedro,outro,165060,1 days 07:49:15.164650
30,2021-06-23,provaspoliedro,outro,165068,1 days 03:25:39.722432
31,2021-06-23,provaspoliedro,outro,165145,4 days 08:08:19.209116
32,2021-06-23,provaspoliedro,outro,165149,2 days 11:59:14.331897
33,2021-06-23,provaspoliedro,outro,165174,4 days 00:19:00.785384
34,2021-06-23,provaspoliedro,outro,165183,4 days 05:56:40.949204
0,2021-06-24,spdacruz,ef 6o ano,165328,12 days 15:04:38.608166
1,2021-06-24,spdacruz,ef 6o ano,165329,12 days 12:59:13.592353
2,2021-06-24,colegioplanck,ef 6o ano,165462,0 days 04:02:18.058000
3,2021-06-24,colegiouniverso,ef 6o ano,165742,0 days 00:09:28.676281
4,2021-06-24,spdacruz,ef 7o ano,165331,6 days 07:29:19.861409
5,2021-06-24,colegioplanck,ef 7o ano,165470,0 days 02:00:25.710426
6,2021-06-24,colegiobetelbrasileirosp,ef 7o ano,165573,0 days 10:47:26.836025
7,2021-06-24,colegioeducallis,ef 7o ano,165794,0 days 15:40:06.652199
8,2021-06-24,colegioeducallis,ef 7o ano,165846,0 days 15:41:11.142154
9,2021-06-24,colegioeducallis,ef 8o ano,165710,0 days 10:21:06.741538
10,2021-06-24,colegiouniverso,ef 8o ano,165761,0 days 00:07:13.025150
11,2021-06-24,colegiopremium,ef 8o ano,165775,6 days 02:18:46.407508
12,2021-06-24,colegiobetelbrasileirosp,ef 9o ano,165297,0 days 14:53:36.214727
13,2021-06-24,spdacruz,ef 9o ano,165332,13 days 19:18:56.265147
14,2021-06-24,colegioeducallis,ef 9o ano,165416,1 days 00:33:00.848298
15,2021-06-24,colegioplanck,ef 9o ano,165489,0 days 04:22:36.739895
16,2021-06-24,colegiobetelbrasileirosp,ef 9o ano,165562,0 days 04:30:18.050293
17,2021-06-24,colegiobatistaindependente,ef 9o ano,165745,0 days 00:32:04.419499
18,2021-06-24,colegioensitec,ef 9o ano,165767,0 days 00:11:18.398222
19,2021-06-24,colegioeducallis,ef 9o ano,165844,0 days 19:48:19.023375
20,2021-06-24,colegioplanck,em 1a serie,165508,0 days 05:12:33.470381
21,2021-06-24,colegiobetelbrasileirosp,em 1a serie,165718,-1 days +23:59:38.614239
22,2021-06-24,colegiojoaopaulo,em 1a serie,165726,1 days 05:31:22.099715
23,2021-06-24,colegiobetelbrasileirosp,em 2a serie,165722,0 days 02:38:36.210989
24,2021-06-24,colegiojoaopaulo,em 2a serie,165728,3 days 01:38:29.824777
25,2021-06-24,colegioeducallis,em 2a serie,165798,6 days 23:38:13.064852
26,2021-06-24,provaspoliedro,outro,165381,0 days 02:42:07.451482
27,2021-06-24,provaspoliedro,outro,165385,0 days 00:07:28.009688
28,2021-06-24,provaspoliedro,outro,165398,0 days 09:38:00.759700
29,2021-06-24,provaspoliedro,outro,165461,0 days 00:23:35.526300
30,2021-06-24,provaspoliedro,outro,165471,0 days 00:27:03.393578
0,2021-06-25,integradaeducativa,ef 6o ano,166157,0 days 03:39:37.952317
1,2021-06-25,educandarioterciocorreia,ef 7o ano,165859,0 days 00:31:16.079384
2,2021-06-25,colegioeducallis,ef 7o ano,166044,0 days 23:32:51.029832
3,2021-06-25,integradaeducativa,ef 7o ano,166183,0 days 03:39:21.488312
4,2021-06-25,integradaeducativa,ef 7o ano,166186,0 days 03:50:30.201843
5,2021-06-25,integradaeducativa,ef 7o ano,166189,0 days 02:39:46.376437
6,2021-06-25,pioxi,ef 7o ano,166204,0 days 00:41:09.138894
7,2021-06-25,spdacruz,ef 8o ano,165877,0 days 00:15:59.993944
8,2021-06-25,spdacruz,ef 8o ano,165882,0 days 03:46:35.064417
9,2021-06-25,colegioalphaunis,ef 8o ano,166201,0 days 05:54:50.275854
10,2021-06-25,colegioup,ef 8o ano,166232,0 days 00:33:36.127769
11,2021-06-25,colegioup,ef 8o ano,166238,0 days 00:17:03.745402
12,2021-06-25,colegioeducallis,ef 9o ano,165923,2 days 15:18:02.312483
13,2021-06-25,colegioeducallis,em 1a serie,166081,2 days 14:42:25.250313
14,2021-06-25,colegioeducallis,em 1a serie,166123,1 days 03:02:41.413256
15,2021-06-25,colegioeducallis,em 2a serie,166048,0 days 14:40:01.976270
16,2021-06-25,colegioeducallis,em 2a serie,166130,1 days 03:02:11.035253
17,2021-06-25,colegioeducallis,em 2a serie,166131,20 days 13:34:21.014386
18,2021-06-25,colegioup,em 2a serie,166198,0 days 00:29:31.311351
0,2021-06-26,educandarioterciocorreia,ef 3o ano,166393,0 days 08:42:26.208773
1,2021-06-26,educandarioterciocorreia,ef 6o ano,166391,-1 days +15:37:22.299807
2,2021-06-26,educandarioterciocorreia,ef 6o ano,166405,0 days 00:17:54.422669
3,2021-06-26,colegioup,ef 6o ano,166413,0 days 00:40:18.813153
4,2021-06-26,spdacruz,ef 7o ano,166379,0 days 14:00:44.473282
5,2021-06-26,educandarioterciocorreia,ef 8o ano,166377,-1 days +23:09:55.249181
6,2021-06-26,spdacruz,ef 8o ano,166397,0 days 12:44:36.031340
7,2021-06-26,educandarioterciocorreia,ef 9o ano,166406,0 days 02:34:56.911867
8,2021-06-26,colegioup,em 1a serie,166256,0 days 00:03:05.182019
9,2021-06-26,colegioup,em 2a serie,166363,0 days 00:32:59.068956
0,2021-06-27,integradaeducativa,ef 6o ano,166610,0 days 00:00:02.033787
1,2021-06-27,colegioup,ef 7o ano,166415,0 days 01:11:59.215622
2,2021-06-27,colegiobatistaindependente,ef 7o ano,166446,-1 days +23:56:30.505949
3,2021-06-27,integradaeducativa,ef 7o ano,166616,-1 days +23:59:57.699084
4,2021-06-27,integradaeducativa,ef 7o ano,166617,0 days 06:30:15.648404
5,2021-06-27,integradaeducativa,ef 7o ano,166618,0 days 06:51:05.822823
