,namespace,grade,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Porcentagem de visualização de relatórios de AA
1063,overlimaesilva,ef 1o ano,0.98989898989899,9.0,90.0,0.6868686868686869
1064,overlimaesilva,ef 2o ano,1.0,4.5,75.0,0.8125
1065,overlimaesilva,ef 3o ano,0.9746376811594204,12.0,120.0,0.7101449275362319
1066,overlimaesilva,ef 4o ano,0.9125964010282775,7.75,80.0,0.8406169665809768
1067,overlimaesilva,ef 5o ano,0.8449438202247191,6.0,83.33333333333333,0.8143712574850299
1068,overmarciliofurtado,ef 6o ano,0.6073557982179942,5.428571428571429,59.57142857142857,0.5145413870246085
1069,overmarciliofurtado,ef 7o ano,0.5472064148991206,9.5,104.25,0.4493150684931506
1070,overmarciliofurtado,ef 8o ano,0.5180061735452155,16.5,191.0,0.3973421926910299
1071,overmarciliofurtado,ef 9o ano,0.5343550446998723,37.0,435.0,0.3280780780780781
1072,overmarciliofurtado,em 1a serie,0.3288510025213111,21.33333333333333,528.3333333333334,0.2275908030656447
1073,overmarciliofurtado,em 2a serie,0.341385246987154,64.0,839.0,0.2774816788807461
1074,overmarciliofurtado,em 3a serie,0.8631677600749765,7.0,485.0,0.5444743935309974
1075,overmossoro,ef 1o ano,0.5416666666666666,4.0,40.0,0.2083333333333333
1076,overmossoro,ef 2o ano,0.119047619047619,12.0,120.0,0.1785714285714285
1077,overmossoro,ef 4o ano,0.0833333333333333,12.0,120.0,0.1111111111111111
1078,overmossoro,ef 5o ano,0.9818181818181818,8.0,110.0,0.975
1079,overmossoro,ef 6o ano,0.5605442176870749,20.0,245.0,0.5433333333333333
1080,overmossoro,ef 7o ano,0.5181598062953995,25.0,295.0,0.4428571428571428
1081,overmossoro,ef 8o ano,0.505,24.0,300.0,0.4166666666666667
1082,overmossoro,ef 9o ano,0.4625668449197861,26.0,340.0,0.4160839160839161
1083,overmossoro,em 1a serie,0.2895862430167598,42.0,716.0,0.3005952380952381
1084,overmossoro,em 2a serie,0.0,2.0,180.0,0.0
1085,overmossoro,em 3a serie,0.7012987012987013,5.0,462.0,0.4666666666666667
1086,overmossoro,outro,0.1879128137384412,0.5,261.0,0.2216494845360824
1087,overnascimentodecastro,ef 3o ano,0.0,0.0,0.0,0.0
1088,overnascimentodecastro,outro,0.2325206960861923,0.8571428571428571,265.2857142857143,0.1980952380952381
1089,overpontanegra,ef 1o ano,0.992063492063492,4.5,90.0,0.7301587301587301
1090,overpontanegra,ef 2o ano,0.59375,6.0,60.0,0.2265625
1091,overpontanegra,ef 3o ano,0.8918230989500477,2.833333333333333,28.5,0.7070063694267515
1092,overpontanegra,ef 4o ano,0.7207207207207207,3.0,60.0,0.1419753086419753
1093,overpontanegra,ef 5o ano,0.5380059230009872,1.8888888888888888,19.444444444444443,0.8672566371681416
1094,overpontanegra,ef 6o ano,0.5333857030636292,13.666666666666666,155.66666666666666,0.4219204655674103
1095,overpontanegra,ef 7o ano,0.3611165716532337,14.4,167.6,0.3894230769230769
1096,overpontanegra,ef 8o ano,0.3357142857142857,32.0,378.0,0.3541666666666667
1097,overpontanegra,ef 9o ano,0.5820081176392308,11.25,126.0,0.2728744939271255
1098,overpontanegra,em 1a serie,0.2416136495083863,57.0,798.0,0.2229102167182662
1099,overpontanegra,em 2a serie,0.3390587167070218,67.0,826.0,0.3331343283582089
1100,overpontanegra,em 3a serie,0.7781874039938556,8.0,465.0,0.5364238410596026
1101,overzonanorte,ef 1o ano,0.5222222222222223,9.0,90.0,0.3
1102,overzonanorte,ef 2o ano,0.6805555555555556,12.0,120.0,0.2095238095238095
1103,overzonanorte,ef 3o ano,0.2738095238095238,7.0,70.0,0.2738095238095238
1104,overzonanorte,ef 4o ano,0.4331550802139037,17.0,170.0,0.3198380566801619
1105,overzonanorte,ef 5o ano,0.5664349169563538,13.5,132.0,0.365079365079365
1106,overzonanorte,ef 6o ano,0.5539617486338798,32.0,366.0,0.326171875
1107,overzonanorte,ef 7o ano,0.6043712014960262,33.0,372.0,0.2154273801250868
1108,overzonanorte,ef 8o ano,0.6412698412698413,30.0,375.0,0.2346760070052539
1109,overzonanorte,ef 9o ano,0.5873745819397993,40.0,520.0,0.4717391304347826
1110,overzonanorte,em 1a serie,0.5214872741754463,60.0,837.0,0.2308715901530272
1111,overzonanorte,em 2a serie,0.4619060748093006,60.0,837.0,0.2041633306645316
1112,overzonanorte,em 3a serie,0.8141199226305609,8.0,517.0,0.3076923076923077
1113,overzonanorte,outro,0.3342396777442095,2.0,331.0,0.1111111111111111
1114,ovquim,ef 6o ano,0.0,0.0,0.0,0.0
1115,padreeustaquio,ef 3o ano,0.0,0.0,0.0,0.0
1116,padreeustaquio,ef 6o ano,0.0,0.0,0.0,0.0
1117,padreeustaquio,ef 7o ano,0.0,0.0,0.0,0.0
1118,padreeustaquio,ef 9o ano,0.0,0.0,0.0,0.0
1119,padreeustaquio,em 1a serie,0.0,0.0,0.0,0.0
1120,padreeustaquio,em 2a serie,0.0,0.0,0.0,0.0
1121,padreeustaquio,em 3a serie,0.0,0.0,0.0,0.0
1122,palmares,em 1a serie,0.0,0.0,0.0,0.0
1123,pauloviana,ef 9o ano,0.0,0.5,8.0,0.0
1124,pcf,ef 3o ano,0.0,0.0,0.0,0.0
1125,pcf,ef 7o ano,0.0,0.0,0.0,0.0
1126,pcf,ef 9o ano,0.0,0.0,0.0,0.0
1127,pcf,em 1a serie,0.0,0.0,0.0,0.0
1128,pcf,em 2a serie,0.0,0.0,0.0,0.0
1129,pcf,em 3a serie,0.0,0.0,0.0,0.0
1130,pearson,em 3a serie,1.0,1.0,6.0,0.0
1131,pensecursos,ef 3o ano,0.0,0.0,0.0,0.0
1132,pensecursos,ef 7o ano,0.0,0.0,0.0,0.0
1133,pensecursos,ef 9o ano,0.0,0.0,0.0,0.0
1134,pensecursos,em 1a serie,0.0,0.0,0.0,0.0
1135,pensecursos,em 2a serie,0.0,0.0,0.0,0.0
1136,pensecursos,em 3a serie,0.0,0.0,0.0,0.0
1137,physicsalcindocacela,ef 9o ano,0.5380653828929691,15.0,319.0,0.4619047619047619
1138,physicsalcindocacela,em 1a serie,0.6509695290858726,16.0,266.0,0.3513513513513513
1139,physicsalcindocacela,em 2a serie,0.6782977006857603,15.0,268.0,0.4907407407407407
1140,physicsalcindocacela,em 3a serie,0.6512152599733361,4.0,165.66666666666666,0.3796296296296296
1141,physicsalcindocacela,outro,0.3763792094483162,1.0,231.0,0.3506849315068493
1142,physicsalmirantebarroso,ef 2o ano,0.35,1.5,50.0,0.375
1143,physicsalmirantebarroso,ef 3o ano,0.3181818181818182,3.5,90.0,0.2077922077922078
1144,physicsalmirantebarroso,ef 4o ano,0.2569444444444444,3.0,80.0,0.2222222222222222
1145,physicsalmirantebarroso,ef 5o ano,0.3967391304347826,6.0,80.0,0.2826086956521739
1146,physicsalmirantebarroso,ef 6o ano,0.3103787506148548,8.0,214.0,0.2939297124600639
1147,physicsalmirantebarroso,ef 7o ano,0.4216380182002022,8.0,215.0,0.2391304347826087
1148,physicsalmirantebarroso,ef 8o ano,0.4727668845315904,6.0,170.0,0.2345679012345679
1149,physicsalmirantebarroso,ef 9o ano,0.2885416666666666,8.0,320.0,0.175
1150,physicsalmirantebarroso,em 1a serie,0.4930864637113524,20.0,548.0,0.1693354683746997
1151,physicsalmirantebarroso,em 2a serie,0.6870756980246031,20.0,548.0,0.1357638888888888
1152,physicsalmirantebarroso,em 3a serie,0.6267655367231638,9.5,528.0,0.1356624319419237
1153,physicsaugustomontenegro,ef 2o ano,0.4444444444444444,7.0,90.0,0.3015873015873015
1154,physicsaugustomontenegro,ef 3o ano,0.3671497584541063,7.0,90.0,0.2111801242236025
1155,physicsaugustomontenegro,ef 4o ano,0.4044444444444444,7.0,90.0,0.2571428571428571
1156,physicsaugustomontenegro,ef 5o ano,0.4022988505747126,7.0,90.0,0.354679802955665
1157,physicsaugustomontenegro,ef 6o ano,0.4027649769585253,6.0,140.0,0.2741935483870967
1158,physicsaugustomontenegro,ef 7o ano,0.618595825426945,6.0,170.0,0.3064516129032258
1159,physicsaugustomontenegro,ef 8o ano,0.5774144098109351,7.0,206.0,0.3120300751879699
1160,physicsaugustomontenegro,ef 9o ano,0.5352380952380953,6.0,225.0,0.3095238095238095
1161,physicsaugustomontenegro,em 1a serie,0.5079365079365079,20.0,548.0,0.1630094043887147
1162,physicsaugustomontenegro,em 2a serie,0.4591970802919708,20.0,548.0,0.1133333333333333
1163,physicsaugustomontenegro,em 3a serie,0.3642578125,19.0,528.0,0.0962004850444624
1164,physicsaugustomontenegro,outro,0.183768115942029,3.0,276.0,0.3056768558951965
1165,physicsbatistacampos,ef 2o ano,0.3785714285714285,8.0,100.0,0.3482142857142857
1166,physicsbatistacampos,ef 3o ano,0.6,7.0,90.0,0.4057142857142857
1167,physicsbatistacampos,ef 4o ano,0.4022988505747126,7.0,90.0,0.2561576354679803
1168,physicsbatistacampos,ef 5o ano,0.3911764705882353,8.0,100.0,0.2610294117647059
1169,physicsbatistacampos,ef 6o ano,0.5844155844155844,2.5,154.0,0.5587301587301587
1170,physicsbatistacampos,ef 7o ano,0.7645714285714286,2.5,175.0,0.5657894736842105
1171,physicsbatistacampos,ef 8o ano,0.7274633123689728,5.0,180.0,0.5682656826568265
1172,physicsbatistacampos,ef 9o ano,0.6400679117147708,2.5,190.0,0.4748427672955975
1173,physicsbatistacampos,em 1a serie,0.0,0.0,0.0,0.0
1174,physicsbatistacampos,em 2a serie,0.0,0.0,0.0,0.0
1175,physicscidadenova,ef 2o ano,0.352,8.0,100.0,0.295
1176,physicscidadenova,ef 3o ano,0.2575757575757575,7.0,90.0,0.2337662337662337
1177,physicscidadenova,ef 4o ano,0.1871345029239766,7.0,90.0,0.1278195488721804
1178,physicscidadenova,ef 5o ano,0.3531746031746032,6.5,75.0,0.215
1179,physicscidadenova,ef 6o ano,0.470553242117787,5.0,164.0,0.424390243902439
1180,physicscidadenova,ef 7o ano,0.581081081081081,2.5,185.0,0.475
1181,physicscidadenova,ef 8o ano,0.6284584980237155,6.0,230.0,0.4393939393939394
1182,physicscidadenova,ef 9o ano,0.6160714285714286,6.0,240.0,0.4107142857142857
1183,physicscidadenova,em 1a serie,0.6393260838460438,4.5,386.5,0.1730523627075351
1184,physicscidadenova,em 2a serie,0.5289686739701173,6.333333333333333,398.0,0.185199841709537
1185,physicscidadenova,em 3a serie,0.5124385542888733,9.0,527.0,0.1436008676789588
1186,physicscidadenova,outro,0.1915244909190974,3.0,276.0,0.2304526748971193
1187,physicsconselheirofurtado,em 1a serie,0.6372228552216225,4.8,238.4,0.1486111111111111
1188,physicsconselheirofurtado,em 2a serie,0.5052905048364925,7.0,285.25,0.1418463611859838
1189,physicsconselheirofurtado,em 3a serie,0.4908077154912598,5.0,547.75,0.1732851985559566
1190,physicsconselheirofurtado,outro,0.0,0.0,0.0,0.0
1191,physicsmacapa,ef 6o ano,0.0,0.0,0.0,0.0
1192,physicsmacapa,ef 7o ano,0.5135746606334841,4.0,97.5,0.3939393939393939
1193,physicsmacapa,ef 8o ano,0.4907407407407407,7.0,186.0,0.3253968253968254
1194,physicsmacapa,ef 9o ano,0.7598793363499246,8.0,221.0,0.3833333333333333
1195,physicsmacapa,em 1a serie,0.6674912389198103,6.0,231.0,0.365079365079365
1196,physicsmacapa,em 2a serie,0.5192743764172335,19.5,553.0,0.1632653061224489
1197,physicsmacapa,em 3a serie,0.3256394516063024,21.0,543.0,0.1365079365079365
1198,physicsmacapa,outro,0.2311951126384116,2.0,185.5,0.2567567567567567
1199,physicsumarizal,ef 2o ano,0.5113636363636364,3.0,53.333333333333336,0.3188405797101449
1200,physicsumarizal,ef 3o ano,0.3877551020408163,4.0,60.0,0.2389380530973451
1201,physicsumarizal,ef 4o ano,0.3209876543209876,7.0,90.0,0.2592592592592592
1202,physicsumarizal,ef 5o ano,0.3864734299516908,7.0,90.0,0.3416149068322981
1203,physicsumarizal,ef 6o ano,0.2504488330341113,5.5,167.0,0.2336065573770492
1204,physicsumarizal,ef 7o ano,0.3596491228070175,9.0,285.0,0.2883597883597883
1205,physicsumarizal,ef 8o ano,0.4700854700854701,5.5,180.0,0.1838709677419354
1206,physicsumarizal,ef 9o ano,0.4052734375,8.0,320.0,0.24609375
1207,physicsumarizal,em 1a serie,0.4825501824817518,20.0,548.0,0.11953125
1208,physicsumarizal,em 2a serie,0.4342254663422547,20.0,548.0,0.1055555555555555
1209,physicsumarizal,em 3a serie,0.5515364916773368,19.0,528.0,0.1245366938472943
1210,pioxi,ef 1o ano,0.4756097560975609,1.125,15.0,0.3902439024390244
1211,pioxi,ef 2o ano,0.904639175257732,1.25,25.0,0.4304123711340206
1212,pioxi,ef 3o ano,0.9442970822281168,1.3333333333333333,24.444444444444443,0.2387267904509283
1213,pioxi,ef 4o ano,0.9023383768913342,1.2727272727272727,31.818181818181817,0.5089408528198074
1214,pioxi,ef 5o ano,0.8287581699346406,1.3,34.0,0.5464052287581699
1215,pioxi,ef 6o ano,0.9420532574108188,2.076923076923077,22.923076923076923,0.91701244813278
1216,pioxi,ef 7o ano,0.9853407290015848,1.4615384615384617,24.46153846153846,0.9507829977628636
1217,pioxi,ef 8o ano,0.9102685999524602,2.230769230769231,25.23076923076923,0.8918650793650794
1218,pioxi,ef 9o ano,0.9694170515541132,1.625,21.9375,0.5852842809364549
1219,pioxi,em 1a serie,0.9522569444444444,5.5,96.0,0.523989898989899
1220,pioxi,em 2a serie,0.9333822271116,5.5,101.0,0.7519640852974186
1221,pioxi,em 3a serie,0.9427844882390336,1.6666666666666667,141.33333333333334,0.5697211155378487
1222,pioxi,outro,0.8888888888888888,1.0,20.0,0.0
1223,pioxii,ef 3o ano,0.0,0.0,0.0,0.0
1224,pioxii,ef 7o ano,0.0,0.0,0.0,0.0
1225,pioxii,ef 9o ano,0.0,0.0,0.0,0.0
1226,pioxii,em 1a serie,0.0,0.0,0.0,0.0
1227,pioxii,em 2a serie,0.0,0.0,0.0,0.0
1228,pioxii,em 3a serie,0.0,0.0,0.0,0.0
1229,pioxiicolegio,ef 6o ano,0.0,0.0,0.0,0.0
1230,pioxiicolegio,ef 9o ano,0.5440467123635441,3.333333333333333,67.33333333333333,0.6309523809523809
1231,pioxiicolegio,em 1a serie,0.928813559322034,8.5,118.0,0.59140625
1232,pioxiicolegio,em 2a serie,0.97349709114415,4.0,102.0,0.6780219780219781
1233,pioxiicolegio,em 3a serie,0.9357225053427584,5.0,77.0,0.7104430379746836
1234,plannetaosasco,ef 2o ano,0.5,0.5,26.0,0.0
1235,plannetaosasco,ef 3o ano,0.0,0.5,26.0,0.0
1236,plannetataboao,ef 1o ano,0.7035766780989711,0.4423076923076923,26.0,0.025796178343949
1237,plannetataboao,ef 2o ano,0.7028566094100075,0.4528301886792453,26.0,0.0288228155339805
1238,plannetataboao,ef 3o ano,0.7180509674374705,0.4528301886792453,26.0,0.0288343558282208
1239,plannetataboao,ef 4o ano,0.7472729848420456,0.4615384615384615,26.0,0.0412829957028852
1240,plannetataboao,ef 5o ano,0.7908443681732799,0.4660194174757281,26.0,0.0544166415435634
1241,playpen,em 1a serie,0.0,0.0,0.0,0.0
1242,poliedro,outro,0.0,0.0,0.0,0.0
1243,poliedropv,outro,0.0,0.0,0.0,0.0
1244,portalsas,ef 1o ano,0.0,0.0,0.0,0.0
1245,portinari,ef 2o ano,0.0,1.0,13.0,0.0
1246,portinari,ef 3o ano,1.0,9.0,100.0,0.925925925925926
1247,portinari,ef 4o ano,1.0,10.0,110.0,0.9227272727272728
1248,portinari,ef 5o ano,0.9948051948051948,10.0,110.0,0.9523809523809524
1249,portinari,ef 6o ano,0.9402964008468596,2.75,109.0,0.9132867132867132
1250,portinari,ef 7o ano,0.894429910616961,3.333333333333333,102.83333333333331,0.776036866359447
1251,portinari,ef 8o ano,0.9176645174495958,3.4,138.0,0.8244531688166012
1252,portinari,ef 9o ano,0.9143758049473732,4.2,160.2,0.8437654016757024
1253,portinari,em 1a serie,0.5752910139656894,1.2142857142857142,66.42857142857143,0.63670197537933
1254,portinari,em 2a serie,0.5802916025527836,0.96875,58.84375,0.5513196480938416
1255,portinari,em 3a serie,0.6392649903288201,1.8333333333333333,228.0,0.6673936750272628
1256,porto,ef 1o ano,0.0,0.0,0.0,0.0
1257,porto,ef 6o ano,0.1863831712282289,11.0,68.0,0.066420664206642
1258,porto,ef 7o ano,0.2493232268543584,6.333333333333333,43.0,0.1305637982195845
1259,porto,ef 8o ano,0.7287790697674419,9.666666666666666,66.33333333333333,0.2658674188998589
1260,porto,ef 9o ano,0.7632607956477389,15.333333333333334,115.33333333333331,0.4177323103154305
1261,porto,em 1a serie,0.7341972047168558,4.2,137.53333333333333,0.5553932818693929
1262,porto,em 2a serie,0.7495931891611443,4.142857142857143,97.28571428571428,0.4628944504896626
1263,porto,em 3a serie,0.6916063638026072,4.0,83.25,0.507854821235103
1264,portoseguro,ef 1o ano,0.0,0.0,0.0,0.0
1265,portoseguro,ef 4o ano,0.8709761994931103,0.6190476190476191,60.23809523809524,0.0921242774566474
1266,portoseguro,em 1a serie,0.0,0.0,0.0,0.0
1267,positivo,ef 1o ano,0.0,0.0,0.0,0.0
1268,positivo,ef 3o ano,0.0,0.0,0.0,0.0
1269,positivo,ef 5o ano,0.0,0.0,0.0,0.0
1270,positivoon,em 3a serie,0.5,1.0,4.0,0.0
1271,preparatec,ef 3o ano,0.0,0.0,0.0,0.0
1272,preparatec,ef 7o ano,0.0,0.0,0.0,0.0
1273,preparatec,ef 9o ano,0.0,0.0,0.0,0.0
1274,preparatec,em 1a serie,0.0,0.0,0.0,0.0
1275,preparatec,em 2a serie,0.0,0.0,0.0,0.0
1276,preparatec,em 3a serie,0.0,0.0,0.0,0.0
1277,preparavest,ef 3o ano,0.0,0.0,0.0,0.0
1278,preparavest,ef 7o ano,0.0,0.0,0.0,0.0
1279,preparavest,ef 9o ano,0.0,0.0,0.0,0.0
1280,preparavest,em 1a serie,0.0,0.0,0.0,0.0
1281,preparavest,em 2a serie,0.0,0.0,0.0,0.0
1282,preparavest,em 3a serie,0.0,0.0,0.0,0.0
1283,prevest,outro,0.4193548387096774,1.0,20.0,0.3225806451612903
1284,prisma,ef 3o ano,0.0,0.0,0.0,0.0
1285,prisma,ef 7o ano,0.0,0.0,0.0,0.0
1286,prisma,ef 9o ano,0.0,0.0,0.0,0.0
1287,prisma,em 1a serie,0.0,0.0,0.0,0.0
1288,prisma,em 2a serie,0.0,0.0,0.0,0.0
1289,prisma,em 3a serie,0.0,0.0,0.0,0.0
1290,prismapatrocinio,ef 2o ano,0.7905224259111658,42.0,373.0,0.4324324324324324
1291,prismapatrocinio,ef 4o ano,0.678125,14.0,160.0,0.6285714285714286
1292,prismapatrocinio,ef 5o ano,0.6333333333333333,6.5,150.0,0.5683760683760684
1293,prismapatrocinio,ef 6o ano,0.7016819571865444,26.5,310.0,0.6068376068376068
1294,prismapatrocinio,ef 7o ano,0.8254229323308271,24.5,283.5,0.7621035058430717
1295,prismapatrocinio,ef 8o ano,0.7867573340307746,17.0,283.3333333333333,0.6047979797979798
1296,prismapatrocinio,ef 9o ano,0.8393596686842943,15.0,292.0,0.517829457364341
1297,prismapatrocinio,em 1a serie,0.757255307306989,22.0,399.0,0.4690641918020108
1298,prismapatrocinio,em 2a serie,0.8582829301075269,41.0,372.0,0.4893292682926829
1299,prismapatrocinio,em 3a serie,0.676405021705972,19.666666666666668,509.6666666666667,0.2130609266690988
1300,prismapatrocinio,outro,0.2773206392383543,9.25,239.75,0.3744725738396624
1301,profederal,ef 6o ano,0.0,0.0,0.0,0.0
1302,profederal,outro,0.1985162772046225,11.11111111111111,197.33333333333331,0.1657032755298651
1303,progressaodc,ef 6o ano,0.0,0.0,0.0,0.0
1304,progressaodc,em 1a serie,0.8399375975039002,12.0,98.5,0.5925457991156032
1305,progressaodc,em 2a serie,0.872117962466488,26.0,218.0,0.5739081746920492
1306,progressaodc,em 3a serie,0.94306346340786,20.0,194.0,0.5285810356422327
1307,progressaoeducacao,ef 6o ano,0.0,0.0,0.0,0.0
1308,progressaoig,ef 6o ano,0.9801801801801802,6.0,53.0,0.9160714285714284
1309,progressaoig,ef 7o ano,0.9517362217266644,4.125,33.875,0.914021164021164
1310,progressaoig,ef 9o ano,0.9186827956989247,16.0,123.66666666666669,1.0
1311,progressaoig,em 1a serie,0.9364879735890584,12.5,99.0,0.8051628764597418
1312,progressaoig,em 2a serie,0.7014925373134329,1.0,15.5,0.4615384615384615
1313,progressaoig,em 3a serie,0.9634457661180816,10.0,193.6,0.6444444444444445
1314,progressaoig,outro,0.5645161290322581,1.6666666666666667,15.333333333333334,1.0
1315,projetodeventoempopa,ef 3o ano,0.0,0.0,0.0,0.0
1316,projetodeventoempopa,ef 7o ano,0.0,0.0,0.0,0.0
1317,projetodeventoempopa,ef 9o ano,0.0,0.0,0.0,0.0
1318,projetodeventoempopa,em 1a serie,0.0,0.0,0.0,0.0
1319,projetodeventoempopa,em 2a serie,0.0,0.0,0.0,0.0
1320,projetodeventoempopa,em 3a serie,0.0,0.0,0.0,0.0
1321,projetogauss,ef 3o ano,0.0,0.0,0.0,0.0
1322,projetogauss,ef 7o ano,0.0,0.0,0.0,0.0
1323,projetogauss,ef 9o ano,0.0,0.0,0.0,0.0
1324,projetogauss,em 1a serie,0.0,0.0,0.0,0.0
1325,projetogauss,em 2a serie,0.0,0.0,0.0,0.0
1326,projetogauss,em 3a serie,0.0,0.0,0.0,0.0
1327,projetogauss,outro,0.0,0.0,0.0,0.0
1328,provaspoliedro,ef 1o ano,0.8571428571428571,1.0,12.0,0.0
1329,provaspoliedro,ef 6o ano,0.7449306296691569,1.3333333333333333,10.6,0.5049226441631505
1330,provaspoliedro,ef 7o ano,0.7919372900335946,1.2,9.95,0.6515323496027242
1331,provaspoliedro,ef 8o ano,0.787288569964121,1.2941176470588236,11.5,0.5474452554744526
1332,provaspoliedro,ef 9o ano,0.7245758073344281,1.173913043478261,8.826086956521738,0.282312925170068
1333,provaspoliedro,em 1a serie,0.45047741199943,2.344262295081968,74.55737704918033,0.0791131572570874
1334,provaspoliedro,em 2a serie,0.5290636174593264,2.3043478260869565,72.95652173913044,0.0739687764975809
1335,provaspoliedro,em 3a serie,0.3026608212811661,2.0588235294117645,136.54901960784315,0.0205141692418962
1336,provaspoliedro,outro,0.1905709547500592,2.147058823529412,69.55882352941177,0.0595405319679188
1337,psantagema,ef 2o ano,0.0,3.0,48.0,0.0
1338,psantagema,ef 6o ano,0.9067226890756304,4.0,80.0,0.6923076923076923
1339,psantagema,ef 7o ano,0.945219638242894,3.0,62.333333333333336,0.6826923076923077
1340,psantagema,ef 8o ano,0.9847775175644028,6.666666666666667,105.66666666666669,0.4519230769230769
1341,psantagema,ef 9o ano,0.8889297535858771,7.0,110.5,0.9919354838709676
1342,psantagema,em 1a serie,0.8780709736123748,6.0,72.33333333333333,0.6329113924050633
1343,psantagema,em 2a serie,0.9579478553406224,7.5,115.0,0.6538461538461539
1344,psantagema,em 3a serie,0.9621975806451613,6.75,58.0,0.7104072398190046
1345,psantagema,outro,1.0,1.5,13.0,0.8333333333333334
1346,qescola,ef 1o ano,0.5,1.0,4.0,0.5
1347,qescola,ef 2o ano,0.0,0.0,0.0,0.0
1348,qescola,ef 3o ano,0.0,0.0,0.0,0.0
1349,qescola,ef 5o ano,0.0714285714285714,2.0,5.0,0.0333333333333333
1350,qescola,ef 6o ano,0.1792452830188679,4.0,23.0,0.0256410256410256
1351,qescola,ef 7o ano,0.0,0.3333333333333333,95.0,0.0
1352,qescola,ef 9o ano,0.0,0.0,0.0,0.0
1353,qescola,em 1a serie,0.1348029498057251,5.666666666666667,45.0,0.0019854401058901
1354,qescola,em 2a serie,0.1555555555555555,5.0,15.0,0.0256410256410256
1355,qescola,em 3a serie,0.220250521920668,7.166666666666667,44.66666666666666,0.0443349753694581
1356,qescola,outro,0.3888888888888889,1.5,2.5,0.1333333333333333
1357,qi,em 3a serie,0.0,0.0,0.0,0.0
1358,rede,ef 9o ano,0.5833333333333334,1.0,5.0,0.0
1359,redeapogeu,em 1a serie,0.0,0.0,0.0,0.0
1360,redefilhasdejesus,em 1a serie,0.0,0.0,0.0,0.0
1361,redeinspira,ef 1o ano,0.0,0.0,0.0,0.0
1362,redeisaacnewton,ef 3o ano,0.0,0.0,0.0,0.0
1363,redeisaacnewton,ef 7o ano,0.0,0.0,0.0,0.0
1364,redeisaacnewton,ef 9o ano,0.0,0.0,0.0,0.0
1365,redeisaacnewton,em 1a serie,0.0,0.0,0.0,0.0
1366,redeisaacnewton,em 2a serie,0.0,0.0,0.0,0.0
1367,redeisaacnewton,em 3a serie,0.0,0.0,0.0,0.0
1368,reges,em 1a serie,0.0,0.0,0.0,0.0
1369,relacionamento,ef 6o ano,0.0,0.0,0.0,0.0
1370,relacionamento,em 1a serie,0.0,0.0,0.0,0.0
1371,riobrancocampinas,em 1a serie,0.0,0.0,0.0,0.0
1372,saberviver,ef 4o ano,0.8272727272727273,0.25,20.0,0.0
1373,saberviver,ef 5o ano,0.8645833333333334,0.25,20.0,0.1979166666666666
1374,saea,em 1a serie,0.0,0.0,0.0,0.0
1375,saedigital,ef 6o ano,0.0,0.0,0.0,0.0
1376,sagradafamilia,em 1a serie,0.6387030365414308,3.0,201.0,0.2413793103448276
1377,sagradafamilia,em 2a serie,0.5422322775263951,3.0,221.0,0.3472222222222222
1378,sagradafamilia,em 3a serie,0.5961963732861566,2.5,253.5,0.2941176470588235
1379,santacruz,em 1a serie,0.0,0.0,0.0,0.0
1380,santadoroteia,ef 9o ano,0.1666666666666666,1.0,11.0,0.0555555555555555
1381,santadoroteia,em 1a serie,1.0,3.0,201.0,0.0555555555555555
1382,santadoroteia,em 2a serie,0.5875888817065288,3.0,221.0,0.119047619047619
1383,santadoroteia,em 3a serie,0.0,3.0,241.0,0.0
1384,santamarcelina,em 1a serie,0.0,0.0,0.0,0.0
1385,santamaria,em 1a serie,0.0,0.0,0.0,0.0
1386,santamariacn,em 2a serie,0.9298229768786128,5.0,170.5,0.6326923076923077
1387,santamariacn,em 3a serie,0.908198218771409,7.0,230.5,0.5161744022503516
1388,santoagostinho,em 1a serie,0.0,0.0,0.0,0.0
1389,santoagostinholeblon,em 1a serie,0.0,0.0,0.0,0.0
1390,santoagostinhomg,ef 1o ano,0.0,0.0,0.0,0.0
1391,santoagostinhomg,em 1a serie,0.0,0.0,0.0,0.0
1392,santoamerico,ef 1o ano,0.0,0.0,0.0,0.0
1393,santoamerico,ef 6o ano,0.889827100924809,3.0,26.75,0.5914893617021276
1394,santoamerico,ef 7o ano,0.8855765015344147,3.333333333333333,31.5,0.7248062015503876
1395,santoamerico,ef 8o ano,0.7263681592039801,3.0,22.33333333333333,0.6900584795321637
1396,santoamerico,ef 9o ano,0.7274706138441446,5.8,41.0,0.5617673579801623
1397,santoamerico,em 1a serie,0.0302571458931038,11.0,1149.75,0.2559857361181864
1398,santoamerico,em 2a serie,0.016014611007297,8.2,901.2,0.1205648081100651
1399,santoamerico,em 3a serie,0.0733107769064242,15.25,1245.5,0.2507122507122507
1400,santoamerico,outro,0.0766067070414896,1.127659574468085,201.89361702127655,0.2016930437983069
1401,santoamericoteste,em 1a serie,0.0,0.0,0.0,0.0
1402,santoantonio,ef 1o ano,0.0,0.0,0.0,0.0
1403,santoantonio,em 1a serie,0.0,0.0,0.0,0.0
1404,santoantonio,em 3a serie,0.25,0.5,10.0,0.0
1405,saobento,em 1a serie,0.0,0.0,0.0,0.0
1406,saojosecaxiasdosul,em 1a serie,0.0,0.0,0.0,0.0
1407,saoluiz,ef 1o ano,0.0,0.0,0.0,0.0
