,namespace,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Tempo de correção por aluno por questão,Tempo médio entre criação e publicação de AA por questão,Tempo médio entre publicação e ínicio de AA,Porcentagem de visualização de relatórios de AA,Porcentagem de relatórios de AA visualizados por docente,Porcentagem de administrantes que visualizaram relatórios de AA
154,qescola,0.111282525969351,2.7291666666666665,27.0625,0,0 days 05:28:39.538072220,17 days 08:28:36.284143336,0.0071180006327111,0.5530821030821031,0.03
155,escolaceciliameireles,0.1056038468651747,8.8,111.2,0,0 days 00:00:41.969985937,2 days 22:57:35.700728750,0.1777777777777777,0.4819444444444444,0.8
156,simbios,0.0992438563327032,1.0,276.0,0,0 days 00:05:34.389031293,1 days 07:49:45.258630333,0.075098814229249,0.0,0.1875
157,moaciralves,0.084090909090909,1.5,10.0,0,0 days 23:32:28.666827250,0 days 12:46:38.822280333,0.0467289719626168,1.0,0.0204081632653061
158,santoamerico,0.0680758072687999,2.835443037974684,305.67088607594934,0 days 03:45:35.481466363,0 days 01:44:48.669865863,3 days 05:24:24.584506388,0.2970109499852027,0.6080250148495385,0.5714285714285714
159,faculdadeflamingo,0.0509700756330154,3.25,22.125,0,0 days 02:23:08.309588833,3 days 08:43:55.702715500,0.5160220994475138,0.8828151646333464,0.4117647058823529
160,iracemarufino,0.05,1.0,1.0,0,0 days 00:10:08.835354,0 days 00:01:40.250139,0.2,1.0,0.0
161,casdvest,0.0318747454635956,2.0,108.83333333333331,0,0 days 00:00:30.107480933,0 days 07:44:12.954714666,0.0894337016574585,0.0,0.1714285714285714
162,francobrasileiro,0.0270094695550058,2.6666666666666665,510.6666666666667,0,1 days 00:56:49.835640778,0 days 00:17:41.663926500,0.0407766990291262,0.0,0.25
163,gerabixo,0.02575528027805,2.0,98.0,0,0 days 00:00:31.560656027,0 days 11:27:41.498793500,0.0524017467248908,0.3333333333333333,0.0
164,litteratus,0.024390243902439,1.0,5.0,0,0 days 00:02:19.662198200,1 days 00:01:29.128659,0.0217391304347826,0.1666666666666666,0.2
165,elitecuritiba,0.0116279069767441,0.125,90.0,0,0 days 00:01:12.178483222,1 days 19:56:27.143229,0.1438721136767318,0.0,0.1363636363636363
166,camerinocursos,0.0042105263157894,0.1428571428571428,10.0,0,0 days 00:03:31.711544100,0 days 00:00:10.224126,0.1010526315789473,0.0,1.0
167,saea,0.0,2.0,6.0,0,0 days 00:02:22.444272999,0 days 00:17:48.244680500,0.0,0.5,0.0
168,amais,0.0,4.333333333333333,250.33333333333331,0,0 days 00:01:01.464682676,1 days 19:25:09.364053230,0.0,1.0,0.03
169,bertelsmann,0.0,1.5,10.0,0,0 days 00:00:42.893195166,-1 days +23:58:55.958033667,0.0142857142857142,0.0,0.0
170,contemporaneo,0.0,3.0,46.0,0,0 days 00:25:32.598957633,5 days 02:18:51.588525,0.0,0.5694444444444444,0.0
171,vitae,0.0,3.0,35.0,0,0 days 00:00:34.490627622,8 days 10:14:42.745730555,0.0,0.0,0.3333333333333333
172,cursinhoeach,0.0,1.0,50.0,0,0 days 00:05:27.037504360,0 days 07:18:51.289571,0.2040816326530612,0.125,1.0
173,cursobase,0.0,1.0,50.0,0,0 days 01:04:02.475763633,2 days 14:30:32.028159333,0.4090909090909091,0.0,0.4
174,sobral,0.0,1.0,7.0,0,0 days 00:00:04.640015,0 days 00:03:41.198004,0.0,0.0,0.0
175,primeirodemaio,0.0,2.0,120.0,0,0 days 01:38:43.255896858,0 days 00:14:18.807280500,0.2831632653061224,0.0526315789473684,0.4
176,arlindocavalcanti,0.0,1.0,12.0,0,1 days 16:16:07.798336583,9 days 23:36:47.802858,0.0,0.5,0.0
177,cursoprogressao,0.0,1.0,10.0,0,0 days 00:00:09.129074700,0 days 00:01:38.445883,0.1666666666666666,0.0,0.0350877192982456
178,serios,0.0,1.0,3.0,0,0 days 00:00:10.957160333,0 days 00:02:31.439513,0.0,0.0,0.0
179,saseducacao,0.0,5.0,13.0,0,0 days 00:00:15.296939933,4 days 06:36:36.005844400,0.02,0.4285714285714285,0.0333333333333333
180,anchietaba,0.0,1.0,24.0,0,0 days 00:00:03.459326500,-1 days +23:58:11.878763,0.0,0.5,0.0
181,sasadaptem,0.0,1.0,62.0,0,0 days 00:00:29.239385748,48 days 06:35:58.563041333,0.0,0.3,0.5
182,sas,0.0,14.0,921.5,0,0 days 04:26:00.784565496,0 days 14:05:52.620661607,0.0277777777777777,0.0,0.1944444444444444
183,santoagostinho,0.0,1.0,3.0,0,0 days 00:00:10.304983,0 days 00:00:48.136266,0.0,0.0,0.3333333333333333
184,dante,0.0,0.3333333333333333,8.0,0,0 days 00:00:26.786021250,0 days 00:00:36.883197,0.0,0.0,0.0
185,alfacembilingue,0.0,1.0,3.0,0,0 days 00:00:52.239046666,-1 days +23:58:43.752502,0.0,1.0,0.0
186,escoladeimpacto,0.0,0.6666666666666666,28.666666666666668,0,0 days 00:00:29.827507895,0 days 14:48:18.253636500,0.0,0.0,0.0
187,pesenglish,0.0,1.0,1.0,0,0 days 00:01:48.045821,0 days 00:00:33.915790,0.0,0.0,0.0
188,poliedrotreinamento,0.0,1.0,10.0,0,0 days 00:00:47.392728040,0 days 00:02:22.565116,0.0,0.0,0.4
189,meta,0.0,1.0,2.0,0,0 days 00:03:32.204421,0 days 00:01:22.373888,0.0,0.0,0.0909090909090909
190,colegiosantamaria,0.0,3.0,12.0,0,0 days 00:01:19.346150134,-1 days +23:58:36.240769667,0.025,0.6666666666666666,0.0
191,colegioriobranco,0.0,1.0,2.0,0,0 days 00:00:57.105265,-1 days +23:59:02.180970,0.0,0.0,1.0
192,eluneonline,0.0,0.6666666666666666,12.0,0,0 days 00:00:08.372961549,0 days 00:00:43.761866500,0.3333333333333333,0.6666666666666666,0.5
193,jardimsaopaulo,0.0,0.5,271.0,0,0 days 05:25:43.993444152,0 days 19:11:00.836454500,0.4548192771084337,0.5,0.6666666666666666
194,equipe,0.0,1.0,44.0,0,0 days 00:00:04.566755500,-1 days +23:58:55.106812,0.0,0.0,0.5
195,colegiomartinus,0.0,1.0,3.0,0,0 days 00:00:16.847940,-1 days +23:58:19.599950,0.0,0.0,0.0
196,colegiomodelo,0.0,0.75,3.75,0,0 days 00:00:23.570148444,-1 days +23:58:34.514944667,0.0,0.0,0.0
197,colegionobre,0.0,1.0,3.0,0,0 days 22:52:23.553646125,-1 days +23:58:56.131039500,0.0,1.0,0.5
198,colegionovopatio,0.0,0.8333333333333334,57.0,0,0 days 00:45:10.869533141,1 days 21:04:00.705813800,0.5462962962962963,0.0,0.3333333333333333
199,escola,0.0,1.0,3.0,0,0 days 17:40:59.224543,0 days 00:00:12.129114,0.0,0.0,0.0
200,colegioprogresso,0.0,1.0,2.0,0,0 days 00:00:46.818010500,0 days 00:02:20.248747,0.0,0.0,0.0
201,colegioradar,0.0,1.0,3.0,0,0 days 00:00:31.244826666,0 days 00:39:33.758096,0.0,0.0,0.0
202,garra,0.0,6.0,253.0,0,0 days 00:01:28.316153658,0 days 08:04:07.191952,0.3833333333333333,0.4033333333333333,1.0
203,galois,0.0,1.0,5.0,0,0 days 00:01:21.922843200,0 days 00:00:36.527135,0.0,0.0,0.0
204,fundacaobradesco,0.0,1.0,3.0,0,2 days 02:03:45.947558,-1 days +23:59:15.082807,0.0,0.0,1.0
205,estantemagica,0.0,1.0,91.0,0,0 days 00:00:01.525147428,-1 days +23:59:19.480294,0.0,0.0,0.0256410256410256
206,esperanza,0.0,1.0,5.0,0,0 days 00:00:25.716117600,0 days 00:01:56.085156,0.0,0.0,0.0
207,colegiodompedrosegundo,0.0,0.5,78.0,0,0 days 00:00:31.815813012,1 days 22:12:58.382564,0.5555555555555556,0.0,1.0
208,colegiocognos,0.0,1.0,3.0,0,0 days 00:01:47.076044750,-1 days +23:58:49.357839500,0.0,0.0,0.0303030303030303
209,poliedropv,0.0,0.5714285714285714,60.42857142857143,0,0 days 02:36:43.016760984,1 days 07:33:49.354181350,0.0145328719723183,0.0,0.3333333333333333
210,murilorocha,0.0,0.75,9.0,0,0 days 00:01:42.496986170,0 days 05:46:59.751500666,0.0694444444444444,0.6666666666666666,0.0204081632653061
211,poliedro,0.0,1.2666666666666666,43.0,0,0 days 00:14:50.179119501,3 days 05:41:28.323064684,0.0007727975270479,0.0,0.1
212,cecbdf,0.0,0.5,221.0,0,0 days 00:03:04.130342525,0 days 04:05:52.168602666,0.0,0.0,1.0
213,educamais,0.0,1.0,4.0,0,0 days 00:01:18.966572966,2 days 01:37:35.693202,0.0,0.0,0.0158730158730158
214,colegioser,0.0,2.0,51.333333333333336,0,0 days 00:07:34.929735747,10 days 23:19:25.683104666,0.2677496991576414,0.4,0.75
215,charlesdarwin,0.0,2.0,5.0,0,0 days 00:01:20.733232333,-1 days +23:58:49.061433500,0.0,0.0,0.0
216,cmdpii,0.0,9.0,663.0,0,0 days 00:03:16.772383052,0 days 04:05:46.950164888,0.0,0.0,0.0
217,cognitivo,0.0,1.0,3.0,0,0 days 00:01:55.267756,0 days 00:06:32.839527,0.0,0.0,0.3333333333333333
218,escolajardimdasnacoes,0.0,2.0,5.0,0,0 days 00:01:22.834591,0 days 00:27:58.226797500,0.0,0.25,0.0
219,colegioanchietai,0.0,2.25,216.0,0,0 days 00:03:24.914912275,0 days 04:05:25.804815555,0.0,0.0,0.25
220,pauloviana,0.0,0.5,8.0,0,0 days 00:00:10.206103,7 days 20:56:06.387878,0.0,1.0,0.0
221,colegioanchietaii,0.0,1.8,173.0,0,0 days 00:03:21.476639456,0 days 04:05:47.222064333,0.0,0.0,0.0
222,eduqo,0.0,1.0,4.0,0,0 days 00:00:40.465015750,0 days 00:03:46.860193,0.0,0.0,0.0
223,colegiobianguloiv,0.0,0.8181818181818182,181.0,0,0 days 00:03:19.342626067,0 days 04:05:10.650987888,0.0,0.0,0.3333333333333333
224,osequim,0.0,1.0,25.0,0,0 days 01:11:52.090209800,0 days 08:23:41.930912333,0.0064935064935064,0.0,0.5
225,objetivoteresina,0.0,2.0,5.0,0,0 days 00:00:58.507467583,-1 days +23:59:29.763989,0.0238095238095238,1.0,0.5
226,cparaiso,0.0,1.0,3.5,0,0 days 00:00:35.584747750,-1 days +23:57:23.128371,0.0408163265306122,1.0,0.0
227,nucleopva,0.0,2.0,90.0,0,0 days 00:00:03.405857866,14 days 15:50:20.183023,0.5223214285714286,0.0,0.5
228,wilsondeandradebarreto,0.0,1.0,8.0,0,0 days 00:00:12.216641,-1 days +23:59:59.933496,0.0,0.0,0.0
229,castelobruxo,0.0,1.0,1.0,0,0 days 00:01:19.877886,-1 days +23:59:47.571447,0.0,0.0,0.0
230,fleming,0.0,2.0,100.0,0,0 days 00:00:25.016254020,0 days 00:01:57.043157500,0.0,0.0,1.0
231,qescola.qmagico.com.br,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0
232,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
233,acesso,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
234,acessoemilianoperneta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
235,albertsabin,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
236,alfeurosa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
237,alpha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
238,amaismaker,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
239,anossaatmosfera,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
240,apogeubenfica,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
241,apogeupousoalegre,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
242,apogeustoantonio1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
243,arena,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
244,atmo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
245,augustolaranja,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
246,avaliacaoapogeu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
247,bahema,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
248,benjaminconstant,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
249,blueschooleducacional,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
250,boaviagem,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
251,borapassar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
252,bosquemananciais,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
253,capacitacaoinspira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
254,catamaravita,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
255,catarinense,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
256,caur,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
257,cav,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
258,cepseguro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
259,cfc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
260,cfimaculadaconceicao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
261,classea,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
262,cognita,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
263,colegioalbertsabin,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
264,colegiodelta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
265,colegiodosjesuitas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
266,colegioeccos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
267,colegioexatus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
268,colegioitamarati,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
269,colegiomarilia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
270,colegiopadreeustaquio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
271,colegiopassionista,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
272,colegiopioxii,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
273,colegiosaberviver,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
274,colegiosalesianorn,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
275,colegiosantadoroteia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
276,colegiosaojudas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
277,colegiosaoluis,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
278,colegiounidadejardim,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
279,coleguium,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
280,colsantamaria,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
281,conib,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
282,cruzeiro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
283,culturainglesa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
284,dantealighieri,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
285,darwin,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
286,delta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
287,demo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
288,dionysia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
289,dokimos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
290,dombosco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
291,dominius,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
292,elvirabrandao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
293,ensinando,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
294,equipea,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
295,escolaalpha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
296,escolacastanheiras,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
297,escoladofuturo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
298,escoladomingossavio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
299,escolaidaam,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
300,escolainternacional,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
301,escolapresbiterianadecanal,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
302,escreva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
303,esmg,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
304,estreladamanha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
305,forumcultural,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
306,franciscanopioxii,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
307,gaylussac,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
308,grandepasso,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
309,idb,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
310,igmk,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
311,imaculada,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
312,institutoideia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
313,institutomariaauxiliadora,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
314,isemear,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
315,ismart,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
316,jeanpiaget,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
317,josemelo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
318,josepiaulino,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
319,lasallesp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
320,lerote,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
321,liceujardim,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
322,liderasas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
323,liessin,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
324,magno,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
325,magnum,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
326,magnumagostiniano,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
327,maristadomsilverio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
328,metodocerto,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
329,mobile,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
330,motiva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
331,nossasenhoradesion,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
332,notredame,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
333,nsdasgracas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
334,nucleo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
335,objetivoamericana,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
336,objetivohortolandia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
337,oswald,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
338,oswalddeandrade,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
339,ovquim,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
340,padreeustaquio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
341,palmares,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
342,pcf,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
343,pensecursos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
344,pioxii,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
345,playpen,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
346,portalsas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
347,positivo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
348,preparatec,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
349,preparavest,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
350,prisma,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
351,progressaoeducacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
352,projetodeventoempopa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
353,projetogauss,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
354,qi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
355,redeapogeu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
356,redefilhasdejesus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
357,redeinspira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
358,redeisaacnewton,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
359,reges,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
360,relacionamento,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
361,riobrancocampinas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
362,saedigital,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
363,santacruz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
364,santamarcelina,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
365,santamaria,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
366,santoagostinholeblon,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
367,santoagostinhomg,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
368,santoamericoteste,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
369,saobento,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
370,saojosecaxiasdosul,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
371,saoluiz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
372,sasadaptfund,0.0,0.0,0.0,0,0,0,0.0,1.0,0.25
373,sasadaptrelatorios,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
374,sistemaprima,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
375,sme,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
376,solarcursinho,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
377,tomasdeaquino,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
378,topguncolombo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
379,uirapuru,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
380,veracruz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
381,vertice,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
382,visaorecife,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
383,vitalbrazil,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
384,antoniomelo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
385,barraazul,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
386,franciscopinto,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
387,goncalomartins,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
388,informacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.6666666666666666
389,manoelbatista,0.0,0.0,0.0,0,0,0,0.0,0.5,0.0
390,monsenhorgoncalo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
391,pedromurilo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
392,raizeducacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
393,sistemadeensinogpi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
394,valdemiracoelho,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
395,abb,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
396,abdiasmartins,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
397,abgarrenault,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
398,abiliomartins,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
399,abm,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
400,academia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
401,academiaboaviagem,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
402,academiacrista,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
403,academiadasespecificas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
404,academicgeek,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
405,acessoapogeu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
406,acessocampolardo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
407,acessoportao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0909090909090909
408,acqio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
409,adeajuda,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
410,adilsonfranco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
411,adventistacaxias,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
412,adventus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
413,aeai,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
414,aees,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
415,agape,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
416,agathos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
417,agoramath,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
418,agostiniano,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
419,aguiasdosaber,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
420,ahuscao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
421,akmaestra,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
422,albertocabral,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
423,alferomendes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
424,almirantebarroso,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
425,alphaacompanhamento,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
426,alpheurosa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
427,alternativocursoecolegio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
428,alura,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
429,americanobatistadapraiadacosta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
430,analise,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
431,anchieta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
432,anglocassianoricardo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
433,anglojacarei,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
434,anima,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
435,animalnaopercebe,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
436,antaresbarbosadefreitas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
437,antaresfatima,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
438,antaresirmamaria,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
439,antaresjardins,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
440,antarespapicu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
441,antarespraiadeiracema,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
442,antaressantosdumont,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
443,antaresseisbocas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
444,antoniairene,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
445,antoniocesar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
446,antoniolima,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
447,antonioportela,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
448,antoniovieira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
449,anyway,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
450,aocubo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
451,aocubovestibular,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
