,namespace,Porcentagem de administrantes que visualizaram relatórios de AA
1012,garra,1.0
1013,gaylussac,0.0
1014,gdv,0.0
1015,gef,0.0
1016,genesiscolegioecurso,0.0
1017,genesislife,0.0
1018,genesisstellamaris,0.0
1019,genius,0.0
1020,gerabixo,0.0
1021,geracaocolegioecurso,0.0
1022,geraeduca,0.0
1023,gestaodenegocios,0.0
1024,ginasioanchieta,0.0
1025,ginasiodeeducacaodavinci,0.0
1026,giramundo,0.0
1027,girassolcrecheescola,0.0
1028,gislainerosati,0.0
1029,goncalomartins,0.0
1030,gracinha,0.0
1031,granbery,0.0
1032,grandepasso,0.0
1033,grupoiep,0.0
1034,grupopreve,0.0
1035,gualberto,0.0
1036,guidotti,0.0
1037,guilhermefilho,0.0
1038,guroo,0.0
1039,habilis,0.0
1040,habilisescolaecurso,0.0
1041,habillis,0.0
1042,hackiandoaeduc,0.0
1043,hamiltondarocha,0.0
1044,harmoniabilingue,0.0
1045,herciliovilanova,0.0
1046,highline,0.0
1047,hogwarts,0.0
1048,https://colegiomastersp,0.0
1049,hubeducacional,0.0
1050,humbertocampos,0.0
1051,iabcd,0.0
1052,iacs,0.0
1053,ias,0.0
1054,iceducacao,0.0
1055,idaam,0.3023255813953488
1056,idb,0.0
1057,idealbsb,0.0
1058,idealsagradocoracaodejesus,0.0
1059,ienec,0.0
1060,ienh,0.0
1061,iepam,0.0
1062,iescamp,0.0
1063,iesg,0.0
1064,ifaba,0.0
1065,iftmparacatu,0.0
1066,igmk,0.0
1067,imaculada,0.0
1068,imep,0.0
1069,imhpicos,0.0
1070,imjedu,0.0
1071,impactofloriano,0.0
1072,implantacao,0.0
1073,imundoideal,0.0
1074,informacao,0.6666666666666666
1075,ingenious,0.0
1076,inovar,0.0
1077,insa,0.2
1078,insef,0.0
1079,insgmacae,0.0
1080,inspira,0.0
1081,inspire,0.0
1082,inspiresjc,0.0
1083,institutoadventus,0.0
1084,institutoauxiliadoradf,1.0
1085,institutocaminhar,0.0
1086,institutocolorir,0.0
1087,institutocristao,1.0
1088,institutocristaoeducacao,0.0
1089,institutocristaoma,0.0
1090,institutoeducacaosp,0.0
1091,institutoeducacionalanaoliveira,0.0
1092,institutoeducacionaldeamericana,0.0
1093,institutoeducacionalflorence,0.0
1094,institutoeducacionalsuperacao,0.0
1095,institutoeurofarma,0.8571428571428571
1096,institutoideia,0.0
1097,institutokairos,0.0
1098,institutomariaauxiliadora,0.0
1099,institutomariobragancamg,0.0
1100,institutomeninodedeus,0.0
1101,institutomontessori,0.0
1102,institutomuda,0.0
1103,institutopandavas,0.0
1104,institutosaojose,0.0
1105,integra,0.5
1106,integradaeducativa,0.2
1107,integradaruibarbosa,0.0
1108,integraformacoes,0.0
1109,intensivaocomalu,0.0
1110,invictus,0.8333333333333334
1111,ios,0.0
1112,ipae,0.0
1113,ipanemanotredame,0.0
1114,ipcabofrio,0.0
1115,ipcf,0.0
1116,ipdhsolucoes,0.0
1117,ipec,0.0
1118,ipeccotia,0.0
1119,ipeeducacao,0.0
1120,ipemg,0.0
1121,ipenilopolis,0.0
1122,ipeonline,0.0
1123,ipepirai,0.0
1124,iperesende,0.0
1125,ipesimonton,0.0
1126,ipetucurui,0.0
1127,ipi,0.0
1128,ipirangasesi,0.0
1129,ipresbiterianocf,0.0
1130,iracemarufino,0.0
1131,iracilvianunes,0.0
1132,iraciveiga,0.0
1133,isaacnewtonsp,0.0
1134,isec,0.0
1135,isem,0.5
1136,isemear,0.0
1137,ismart,0.0
1138,ispindorama,0.0
1139,italo,0.0
1140,itamarati,0.13636363636363635
1141,iter,0.0
1142,ivantotola,0.0
1143,ivv,0.0
1144,jaimekratz,0.0
1145,jam,0.0
1146,jardimsaopaulo,0.6666666666666666
1147,jazzvestibular,0.5
1148,jeanjacquesrousseau,0.0
1149,jeanpiaget,0.0
1150,jesusmariajose,0.0
1151,jhg,0.0
1152,joaobelem,0.0
1153,joaoferreira,0.0
1154,joaohmendonca,0.0
1155,joaolyrafilho,0.0
1156,joaopedrodealmeida,0.0
1157,joaorosa,0.0
1158,joaosampaio,0.0
1159,joaoxxiii,0.0
1160,joracycruz,0.0
1161,josecabral,0.0
1162,josecesario,0.0
1163,joseflorencio,0.0
1164,josehumbertoborges,0.0
1165,josemariano,0.0
1166,josemelo,0.0
1167,josepinheiro,0.0
1168,josesoares,0.0
1169,jpathias,0.0
1170,juarezwanderley,0.0
1171,juntos,0.0
1172,kepler,0.0
1173,kerygma,0.0
1174,khanacademy,0.0
1175,kidsbaby,0.0
1176,kijuj,0.0
1177,kiujo,0.0
1178,kl3,0.0
1179,kuadro,0.0
1180,kzdireitodigital,0.0
1181,labatualidades,0.0
1182,laboratoriosromildo,0.5
1183,lagracia,0.0
1184,lamark,0.0
1185,lapiseartes,0.0
1186,lapisnamao,0.0
1187,lasalleaguasclaras,1.0
1188,lasalledores,0.0
1189,lasallesp,0.0
1190,lavraguedes,0.0
1191,lealecarvalho,0.0
1192,leme,0.0
1193,leonor,0.0
1194,lepetitsp,0.0
1195,lerote,0.0
1196,libanobrasileiro,0.0
1197,liceufranco,0.0
1198,liceujardim,0.0
1199,liceusalesiano,0.0
1200,lidera,0.0
1201,liderasas,0.0
1202,liessin,0.0
1203,liessinbarra,0.0
1204,lighthouse,0.0
1205,linkandlearn,0.0
1206,litteratus,0.2
1207,liviacarneiro,0.0
1208,liviasoares,0.0
1209,livreaprender,0.0
1210,llesser,0.0
1211,logicareforcoescolar,0.0
1212,losango,0.0
1213,lourdinascg,0.0
1214,lourencofilho,0.0
1215,lucasmadsen,0.0
1216,luizgonzaga,0.0
1217,lumen,0.0
1218,lumiere,0.0
1219,luminaedu,0.0
1220,maanaim,0.0
1221,macbrasiliaint,0.0
1222,machadodeassispicos,0.0
1223,mackenziebrasilia,0.0
1224,mackenziesaopaulo,0.0
1225,mackenzietambore,0.0
1226,macvest,0.5
1227,madresavina,0.0
1228,madretereza,0.0
1229,magister,0.3125
1230,magma,0.0
1231,magna,0.0
1232,magno,0.0
1233,magnum,0.0
1234,magnumagostiniano,0.0
1235,manoelbatista,0.0
1236,manoelbernardino,0.0
1237,manoelfrancisco,0.0
1238,manoelmarcelino,0.0
1239,manoelpereira,0.0
1240,manoelqueiroz,0.0
1241,maper,0.0
1242,maplebearslz,0.7647058823529411
1243,marcelinasbotucatu,0.0
1244,marcelochumer,0.0
1245,marciliopires,0.0
1246,marcosfreitas,0.0
1247,mariaaugusta,0.0
1248,mariacarmo,0.0
1249,mariaeunice,0.0
1250,marialaura,0.0
1251,marialeao,0.0
1252,marialuiza,0.0
1253,mariamerces,0.0
1254,marianair,0.0
1255,mariaolinda,0.0
1256,mariliamattoso,0.25
1257,marinanascimento,0.0
1258,maristacentronorte,0.0
1259,maristacolatina,0.0
1260,maristadomsilverio,0.0
1261,maristajoaopauloii,0.0
1262,marketing,0.0
1263,marqueslima,0.0
1264,master,0.5806451612903226
1265,masterbezerra,0.0
1266,masternatal,0.0
1267,mastersolucoes,0.1
1268,mastersul,0.0
1269,materamabilis,0.0
1270,materdei,0.0
1271,mathmind,0.0
1272,matriz,0.0
1273,maxeducacional,0.0
1274,maxime,0.0
1275,mayrink,0.0
1276,medcel,0.0
1277,melquiadescamelo,0.0
1278,meninojesuspe,0.0
1279,mentoring,0.0
1280,mesalva,0.0
1281,mestre,0.0
1282,mestrezecaamancio,0.0
1283,meta,0.09090909090909091
1284,metodistadosul,0.0
1285,metodocerto,0.0
1286,mfecursos,0.0
1287,migueldecervantes,0.0
1288,milhaense,0.0
1289,minhalista,0.0
1290,miraflores,0.0
1291,mls,0.0
1292,moaciralves,0.02040816326530612
1293,mobile,0.0
1294,mocinhagomes,0.0
1295,moniquebarreto,0.0
1296,monsenhorfrancisco,0.0
1297,monsenhorgoncalo,0.0
1298,montedasoliveiras,0.0
1299,montessori,0.1875
1300,moppe,0.0
1301,moria,0.0
1302,motiva,0.0
1303,motivacao,0.0
1304,mov,0.0
1305,msetemporario,0.0
1306,msofia,0.0
1307,mundialcc,0.0
1308,mundialfranciscobeltrao,0.0
1309,mundodeplatao,0.0
1310,mundoencantado,0.0
1311,mupi,0.0
1312,murilorocha,0.02040816326530612
1313,mutiraodesaomarcos,0.0
1314,nageljewishacademy,0.0
1315,naia,0.0
1316,navegasas,0.3333333333333333
1317,necicem,0.0
1318,nep,0.0
1319,nesfa,0.0
1320,newtonpaiva,0.0
1321,nextgestor,0.0
1322,nihongogakkou,0.0
1323,nilip,0.0
1324,nossasenhoradesion,0.0
1325,notredame,0.0
1326,nova,0.0
1327,novaalianca,0.0
1328,novadimensao,0.0
1329,novaepoca,0.0
1330,novavisao,0.0
1331,novoemlasalle,0.0
1332,novooriente,0.0
1333,novotempo,0.03571428571428571
1334,nsaparecida,0.0
1335,nsconceicao,0.0
1336,nsdasgracas,0.0
1337,nsdasneves,0.0
1338,nsdosagradocoracao,0.0
1339,nsfatima,0.0
1340,nsgloria,0.0
1341,nsressureicao,0.0
1342,nucec,0.0
1343,nucleo,0.0
1344,nucleocriativo,0.75
1345,nucleopva,0.5
1346,nuvemvoadora,0.0
1347,objetivoamericana,0.0
1348,objetivocentro,0.0
1349,objetivoguaxupe,0.0
1350,objetivogurupi,0.0
1351,objetivohortolandia,0.0
1352,objetivolorena,0.5789473684210527
1353,objetivoportal,0.0
1354,objetivosjc,0.0
1355,objetivosorocaba,0.0
1356,objetivoteresina,0.5
1357,objetivozonanorte,0.0
1358,obrasilparacristo,0.0
1359,oficinadoestudante,0.2727272727272727
1360,oiapoque,0.0
1361,olavonunes,0.0
1362,oliveiranetto,0.0
1363,ongcidadededeus,0.0
1364,opet,0.0
1365,osequim,0.5
1366,oswald,0.0
1367,oswalddeandrade,0.0
1368,ouse,0.0
1369,over,0.0
1370,overabelcabral,0.23333333333333334
1371,overcolegioecurso,0.0
1372,overjoaopessoa,0.21739130434782608
1373,overlimaesilva,0.05
1374,overmarciliofurtado,0.2
1375,overmossoro,0.16
1376,overnascimentodecastro,0.07692307692307693
1377,overpontanegra,0.16
1378,overzonanorte,0.2608695652173913
1379,ovquim,0.0
1380,padreeustaquio,0.0
1381,palasatena,0.0
1382,palmares,0.0
1383,paraisodosaber,0.0
1384,parceiros,0.0
1385,patriciafigueiredo,0.0
1386,patriciafreitas,0.0
1387,patronatosaojose,0.0
1388,paulofreire,0.0
1389,paulovi,0.0
1390,pauloviana,0.0
1391,pcf,0.0
1392,pearson,1.0
1393,pedrocamelo,0.0
1394,pedromurilo,0.0
1395,pencantado,0.0
1396,pensecursos,0.0
1397,pensemac,0.0
1398,pentagono,0.0
1399,pequenosamuel,0.0
1400,pequenospassos,0.0
1401,peresguimaraes,0.0
1402,personalvestibulares,0.0
1403,pertinhodanatureza,0.0
1404,pesenglish,0.0
1405,phoenixeducacional,0.0
1406,physics,0.0
1407,physicsalcindocacela,0.23076923076923078
1408,physicsalmirantebarroso,0.17777777777777778
1409,physicsaugustomontenegro,0.38095238095238093
1410,physicsbatistacampos,0.2
1411,physicscidadenova,0.3125
1412,physicsconselheirofurtado,0.34615384615384615
1413,physicsmacapa,0.21739130434782608
1414,physicstrescoracoes,0.0
1415,physicsumarizal,0.37037037037037035
1416,piemonte,0.0
1417,pinheirosonline,0.0
1418,pioxi,0.3333333333333333
1419,pioxii,0.0
1420,pioxiicolegio,0.75
1421,piracicabaeducacaoadventista,0.0
1422,pitagorascidadejardim,0.0
1423,pitagorasjc,0.0
1424,pitagorasjuruti,0.0
1425,planetaencantado,0.0
1426,planneta,0.0
1427,plannetaosasco,0.0
1428,plannetataboao,1.0
1429,playpen,0.0
1430,pleno,0.0
1431,plural,0.0
1432,plurecrecheescola,0.0
1433,pluricrecheescola,0.0
1434,podion,0.0
1435,pointedu,0.0
1436,poiujkl,0.0
1437,poliedro,0.1
1438,poliedropv,0.3333333333333333
1439,poliedrotreinamento,0.4
1440,polisguimarania,0.0
1441,portalceuaguiar,0.0
1442,portalsas,0.0
1443,portinari,0.4722222222222222
1444,porto,0.75
1445,portoseguro,0.75
1446,positivo,0.0
1447,positivoaguaverde,0.0
1448,positivoboavista,0.0
1449,positivojardimambiental,0.0
1450,positivojoinville,0.0
1451,positivojunior,0.0
1452,positivomaster,0.0
1453,positivoon,0.0
1454,positivopassocerto,0.0
1455,positivosantamaria,0.0
1456,positivosemeador,0.0
1457,potenciacao,0.0
1458,preparacursos,0.0
1459,preparatec,0.0
1460,preparavest,0.0
1461,presbericocardoso,0.0
1462,presbfmc,0.0
1463,presbiterianacastanheira,0.0
1464,presbiterianadogama,0.0
1465,presbiterianajdsaovicente,0.0
1466,presbiterianoaraguaia,0.0
1467,presbiterianodepiumhi,0.0
1468,presbiterianomacae,0.0
1469,presbiterianopresidenteprudente,0.0
1470,presbiterianotatui,0.0
1471,presbjuina,0.0
1472,presbpatominas,0.0
1473,prevest,0.75
1474,primeirachance,0.0
1475,primeirodemaio,0.4
1476,primeiromundo,0.0
1477,principedapaz,0.0
1478,principius,0.0
1479,prisma,0.0
1480,prismapatrocinio,0.8333333333333334
1481,proa,0.0
1482,prodteste,0.0
1483,proens,0.0
1484,profcelso,0.0
1485,profcrisfranco,0.0
1486,profdiego,0.0
1487,profdouglas,0.0
1488,profederal,0.46153846153846156
1489,profeduardo,0.0
1490,professor,0.0
1491,professoradechines,0.0
1492,professoragleise,0.0
1493,professorale,0.0
1494,professoraleila,0.0
1495,professorgilberto,0.0
1496,professormarciodarlen,0.0
1497,profilton,0.0
1498,profluizbilac,0.0
1499,profroberta,0.0
1500,progressaodc,0.3
1501,progressaoeducacao,0.0
1502,progressaoig,0.6
1503,projetodeventoempopa,0.0
1504,projetogauss,0.0
1505,projetomoa,0.0
1506,projetoventoepopa,0.0
1507,projetovida,0.0
1508,projetovinteeum,0.0
1509,propostaatual,0.0
1510,prosperi,0.0
1511,provaspoliedro,0.7209302325581395
1512,providencia,0.0
1513,prudentedemorais,0.0
1514,psantagema,0.16666666666666666
1515,puccampinas,0.0
1516,pucsp,0.0
1517,pulamuralha,0.0
1518,purissimo,0.0
1519,qeducadores,0.0
1520,qescola,0.03
1521,qi,0.0
1522,qmdoismildez,0.0
1523,queroaprender,0.0
1524,questoesvitae,0.0
1525,quimicanadosecerta,0.0
1526,radial,0.0
1527,raimundoalves,0.0
1528,raiodesol,0.0
1529,raizeducacao,0.0
1530,raphaelaulasparticulares,0.0
1531,raphaeldisanto,0.0
1532,rcaidiomas,0.0
1533,recantodosaber,0.0
1534,recantointerativo,0.0
1535,recreiochristianschool,0.0
1536,recriar,0.0
1537,redacaointerativa,0.0
1538,rede,0.0
1539,redeapogeu,0.0
1540,redeclarissas,0.0
1541,redefilhasdejesus,0.0
1542,redeinspira,0.0
1543,redeisaacnewton,0.0
1544,redemarista,0.0
1545,redeprojecao,0.0
1546,redhouse,0.0
1547,reforcoescolarla,0.0
1548,reforcotiacoruja,0.0
1549,reges,0.0
1550,reisalomao,0.0
1551,relacionamento,0.0
1552,renascenca,0.0
1553,renascer,0.0
1554,ricardowobeto,0.0
1555,riobrancocampinas,0.0
1556,riscorabisco,0.0
1557,robertomarcal,0.0
1558,rodrigogabrielcursosonline,0.0
1559,rogeriolourenco,0.0
1560,rosadesaron,0.0
1561,ruibarbosa,0.0
1562,ruilima,0.0
1563,ruthgomesfigueira,0.0
1564,saberviver,0.3333333333333333
1565,sabixao,0.0
1566,saea,0.0
1567,saedigital,0.0
1568,sagradafamilia,0.3333333333333333
1569,sagradocoracaodejesus,0.0
1570,saintgobain,0.3333333333333333
1571,saintmartin,0.0
1572,saladacristiane,0.0
1573,saladeexatas,0.0
1574,salesianoaracaju,0.0
1575,salesianocampos,0.0
1576,salesianodosalvador,0.0
1577,salinhadogui,0.0
1578,sanar,0.0
1579,sandraoliveira,0.0
1580,santaamalia,0.0
1581,santacatarinaes,0.0
1582,santaclara,0.0
1583,santacruz,0.0
1584,santadoroteia,0.2
1585,santagertrudes,0.0
1586,santahelena,0.0
1587,santaizabel,0.0
1588,santamarcelina,0.0
1589,santamaria,0.0
1590,santamariacn,1.0
1591,santanavest,0.0
1592,santarita,0.0
1593,santenseadventista,0.0
1594,santissimosenhor,0.0
1595,santoagostinho,0.3333333333333333
1596,santoagostinholeblon,0.0
1597,santoagostinhomg,0.0
1598,santoamerico,0.5714285714285714
1599,santoamericoteste,0.0
1600,santoantonio,0.25
1601,santoantoniojesus,0.0
1602,saobento,0.0
1603,saojoaoilhabela,0.0
1604,saojoseal,0.0
1605,saojosecaxias,0.0
1606,saojosecaxiasdosul,0.0
1607,saoluiz,0.0
1608,saoroque,0.0
1609,saosebastiao,0.0
1610,sap,0.14285714285714285
1611,sas,0.19444444444444445
1612,sasadapt,0.1
1613,sasadaptem,0.5
1614,sasadaptfund,0.25
1615,sasadaptrelatorios,0.0
1616,saseducacao,0.03333333333333333
1617,saturninopereira,0.0
1618,scoredu,0.0
1619,secretariadealagoas,0.0
1620,seculo,0.0
1621,segurancadigital,0.0
1622,seletivoeducallis,0.42857142857142855
1623,semearjacarei,0.0
1624,sementes,0.0
1625,senacsc,0.0
1626,senaiourobranco,0.0
1627,senaiserra,0.0
1628,senaismo,0.0
1629,senhorbonfim,0.0
1630,senninha,0.0
1631,seomega,0.0
1632,serios,0.0
1633,sersorocaba,0.0
1634,sesi376,0.0
1635,sesialvaresmachado,0.0
1636,sesiamericana,0.0
1637,sesiapucarana,0.0
1638,sesibarrabonita,0.0
1639,sesicacapava,0.0
1640,sesicampinas,0.0
1641,sesicic,0.0
1642,sesicotia,0.0
1643,sesicrixas,0.0
1644,sesicruzeiro,0.0
1645,sesidescalvado,0.0
1646,sesigama,0.0
1647,sesigru,0.0
1648,sesihorto,0.0
1649,sesiigaracudotiete,0.0
1650,sesiipiranga,0.0
1651,sesiitatiba,0.0
1652,sesijacarei,0.0
1653,sesilimeira,0.0
1654,sesiparaguacupaulista,0.0
1655,sesipinda,0.0
1656,sesiportoferreira,0.0
1657,sesisaocarlos,0.0
1658,sesisaomigueldooeste,0.0
1659,sesisbc,0.0
1660,sesisjc,0.0
1661,sesisjdoriopreto,0.0
1662,sesisumare,0.0
1663,sesitatuape,0.0
1664,sesitaubate,0.0
1665,shalomblumenau,0.0
1666,shekinah,0.0
1667,sidarta,0.0
1668,sigmacursoecolegio,0.0
1669,simbios,0.1875
1670,simonealmeida,0.0
1671,simontondf,0.0
1672,simontonsapezal,0.0
1673,simplificaquepassa,0.0
1674,simuladoenem2016,0.0
1675,simuladoita,0.5
1676,simulados,0.0
1677,sincroniza,0.0
1678,singularidades,0.0
1679,siqueirafelix,0.0
1680,sistemadeensinogpi,0.0
1681,sistemaeducacionalmaster,0.0
1682,sistemafb,0.0
1683,sistemaincentivo,0.0
1684,sistemamaster,0.0
1685,sistemaprima,0.0
1686,sjoseegito,0.0
1687,smartz,0.0
1688,sme,0.0
1689,smecolegioevangelicoluz,0.0
1690,smecristaodecastro,0.0
1691,smeipebotucatu,0.0
1692,smeisaacnewton,0.0
1693,smelemeitapeva,0.0
1694,smemhorebe,0.0
1695,smepresbiterianopprudente,0.0
1696,smerousseau,0.0
1697,smetatui,0.0
1698,sobral,0.0
1699,sociedadebread,0.0
1700,solarcursinho,0.0
1701,sonhodecrianca,0.0
1702,sonhomeu,0.0
1703,sosmamaecoruja,0.0
1704,soueducativa,0.0
1705,souhabilis,0.2857142857142857
1706,spdacruz,0.3333333333333333
1707,spe,0.0
1708,stellamaris,0.0
1709,stellamarisaguaverde,0.13636363636363635
1710,stellamarisjuveve,0.21052631578947367
1711,stellamarisxaxim,0.2727272727272727
1712,stone,0.0
1713,studos,1.0
1714,suelenenglishteacher,0.0
1715,suellenenglishteacher,0.0
1716,superar,0.0
1717,supergeeks,0.0
1718,superpasso,0.0
1719,tabernaculo,0.0
1720,tableautaubate,0.0
1721,tdd,0.0
1722,teles,0.0
1723,teofilorezende,0.0
1724,teotonioneto,0.0
1725,terceiradimensao,0.0
1726,terceiromilenio,0.0
1727,terezaverzeri,0.0
1728,tesadsajda,0.0
1729,teste,0.0
1730,testeconquista,0.0
1731,testedetoken,0.0
1732,testedozeset,0.0
1733,testeguilherme,0.0
1734,testeiory,0.0
1735,testeonzesetembro,0.0
1736,testetvveconquista,0.0
1737,textecnologia,0.0
1738,tiaanamaria,0.0
1739,tialo,0.0
1740,tiathais,0.0
1741,tiquinhodegente,0.0
1742,todalicao,0.0
1743,tomasdeaquino,0.0
1744,tomazdeaquino,0.0
1745,topdelinha,0.0
1746,topguncolombo,0.0
1747,topgunverissimo,0.0
1748,trattoatelier,0.0
1749,tsukimi,0.0
1750,tutorio,0.0
1751,tuue,0.0
1752,ufrpe,0.0
1753,uirapuru,0.0
1754,ulbra,0.0
1755,ulbraconcordia,0.0
1756,ultimavezeuespero,0.0
1757,umdoisquatro,0.0
1758,umnomequalquer,0.0
1759,unbidiomasjapones,0.0
1760,unevale,0.0
1761,uniaomissnorte,0.0
1762,unicep,0.0
1763,unicursos,0.0
1764,unificado,0.0
1765,unilan,0.0
1766,uninter,0.0
1767,universidademetodistasp,0.0
1768,universitario,0.0
1769,universitariolondrina,0.3469387755102041
1770,universitas,0.0
1771,universobarcarena,0.4090909090909091
1772,universos,0.0
1773,uri,0.0
1774,ursinhofeliz,0.0
1775,usj,0.0
1776,vaivaivaivaivai,0.0
1777,valdemiracoelho,0.0
1778,valsaab,0.0
1779,vanessaramos,0.0
1780,vcmaker,0.0
1781,vencermelhor,0.0
1782,venceslauchaves,0.0
1783,veracruz,0.0
1784,veramagaldi,0.0
1785,vertice,0.0
1786,vestibularcidadao,0.0
1787,vetor,0.0
1788,vetorbrasil,0.0
1789,viadeacesso,0.0
1790,viaquatro,0.0
1791,vicentecravo,0.0
1792,vieiraeducacional,0.0
1793,vieirasantos,0.0
1794,viladainfanciaeusebio,0.0
1795,viladainfanciafortaleza,0.0
1796,viladasletras,0.0
1797,vilagelin,0.0
1798,vilaolimpia,0.0
1799,villalobos,0.631578947368421
1800,virgempoderosa,0.0
1801,visaorecife,0.0
1802,vitae,0.3333333333333333
1803,vitalbrazil,0.0
1804,vitaldidonet,0.0
1805,vivap,0.0
1806,vronlineschool,0.0
1807,walfridocampos,0.0
1808,webinars,0.0
1809,wererockingitbabe,0.0
1810,wilsondeandradebarreto,0.0
1811,wise,0.0
1812,wisecash,0.0
1813,witidiomas,0.0
1814,www,0.0
1815,xvdenovembro,0.0
1816,yduqs,0.0
1817,zacariasliberato,0.0
1818,zecarioca,0.0
1819,zoe,0.0
