,namespace,Nº de AAs copiadas da estante mágica e aplicada,Início da classificação / Visualizações do relatório,Finalização da classificação / Início da classificação,Finalização da classificação / Visualizações do relatório,Porcentagem de visualização dos relatórios de AD,Porcentagem de professores que visualizaram relatórios de AD,Porcentagem de administradores que visualizaram relatórios de AD,Nº de exercícios em relatórios de AD / exercícios disponibilizados,Média de exercícios em relatórios de AD por turma,Média
1084,cenecistaml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,cenic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,cenpec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,censic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,centec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,centroeducacionalimpar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,centroeducacionalbrasileirinho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,colegioadventista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,colegioconexaosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,colegioelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,colegioelshadday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,colegioenergiaativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,colegioequipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,colegioecursomagma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,colegioequipeba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,colegioexponencial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,colegioexpressao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,colegiofarroupilha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,colegiofranciscanoreginapacis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,colegioesmeraldas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,colegioaguiabelojardim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,colegioconexao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,colegiocriancaecia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,colegioadventus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,colegiocristaomoc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,colegiodante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,colegiodantealighieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,colegiodelrey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,colegiodelta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,colegiodeltaserrinha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,colegiodeovolente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,colegiodigital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,colegiodivinosalvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,colegiodoctum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,colegiodombosco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,colegiodasagradafamilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,colegioages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,easi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,espacolivre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,duque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,jeanpiaget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,informacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,inspira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,inspiracao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,inspire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,inspiresjc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,institutoauxiliadora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,institutocaminhar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,institutocristao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,iescamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,ipresbiterianocf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,iracilvianunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,joaobelem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,joaoferreira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,joaogoulartjp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,joaohmendonca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,joaopedrodealmeida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,joaorosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,joaosampaio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,joaoxxiii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,joracycruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,jorgeaugusto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,josecabral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,josemariano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,josemelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,josepaulino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,josepiaulino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,josepinheiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,jlinstvve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,jeucnovageracao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,ipetucurui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,imundoideal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,implantacaoremota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,ipdhsolucoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,simuladoita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,simulados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,sincroniza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,singularidades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,sidarta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,paulovi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,institutokairos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,institutomariaauxiliadora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,institutosaojose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,institutotecnicodoplanalto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,integradotatui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,invertida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,ipcabofrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,ipec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,imeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,ipemg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,ipenilopolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,ipepirai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,iperesende,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,ipesimonton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,institutoideia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,institutoeducacaosp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,institutocristaoeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1181,iesementes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,ieveralucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,igd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,igmk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,imaculada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,jesusmariajose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,isaacnewtonsp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,simontonsapezal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,isadoralemos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,formacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,forumcultural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,fecap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1193,fazeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,fariabrito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,fame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,estreladamanha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,estreladedavi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198,etepsjc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,euquerotchu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,evangcriancafeliz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,evangelhosimples,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,evangelicagoianesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,evangelicobetel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,franciscanopioxii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,evdl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,exato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,excelente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,experimentacaogratuita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,experimente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,externatocrespo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,faculdadeamadeus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,famacanguarn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,evolucao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,franciscolobo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,franciscoperes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,franciscopinto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,gremioescolarserrano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,guairaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,fontenova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,florence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,fito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,jazzvestibular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,isec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,isemear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,isj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,ita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,italo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,iracemarufino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,itamarataizes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,ivv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,jaimekratz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,jam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,janainadias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,jardimaprender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,jeanjacquesrousseau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,fisicainloco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,ienec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,iegcolegioecurso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,iecm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,felipemanoelcampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,fepcrato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,fernaogaivota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,fide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,fiep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,filgueiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,filipegoncalves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,finalizandabagaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,fisicadf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,simplificaquepassa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,simontondf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,escola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,sesicruzeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,viladainfanciaeusebio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,universitario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,universitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,universos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,uri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,valdemiracoelho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,valsaab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,vcmaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,sociedadeevangelica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,vcmakercmf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,veracruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,veramagaldi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,vertice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,vestibularcidadao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,vetor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,viaquatro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,vicentecravo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,vieirasantos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,venceslauchaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,padreeustaquio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,sociedadebread,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,smetatui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,sesialvaresmachado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,sesiamericana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,sesiapucarana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,sesibarrabonita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,sesicacapava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,sesicampinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,sesicotia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,viladainfanciafortaleza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,vilagustavo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,vilaolimpia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,vilasezamo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,superacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,tabernaculo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,tadeubio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,teacherjh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,tesadsajda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,teste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,testedequartadois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,testegracie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,testehabilitacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,testematheus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298,uniaomissnorte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,unificado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,unilan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,virgempoderosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,zefinharibeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,visaorecife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,vitae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,vitalbrazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,vitaldidonet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,vmcursos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,walfridocampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,wererockingitbabe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,wilsondeandradebarreto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,www,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,xvdenovembro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,yduqs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,zacariasliberato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,zecarioca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,sesicrixas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,sesidescalvado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,shekinah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,sesigru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,sjoseegito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,smartz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,sme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,smecbvm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,smecolegioevangelicoluz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,smecolegiojjr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,smecolegiorgf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,smecristaodecastro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,smeipebotucatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,smeisaacnewton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,smelamarck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,smelemeitapeva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,smemhorebe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333,smemundodeplatao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,smepresbiterianopprudente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,smerousseau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,sistemaincentivo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,sistemafb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,sistemaeducacionalmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,sistemadeensinogpi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,sesisbc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,sesisjdoriopreto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,sesisumare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,sesitaubate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,setedesetembro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,setrem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,sfhfakhfakfakj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,shalomblumenau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,smevilaura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,sistemaprima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,sesisaocarlos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,sesisantos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,saseducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,sesihorto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,sesiigaracudotiete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,sesiipiranga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,sesiitatiba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,sesilimeira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,sesiparaguacupaulista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,sesi207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
