,namespace,Nº de AAs copiadas da estante mágica e aplicada,Início da classificação / Visualizações do relatório,Finalização da classificação / Início da classificação,Finalização da classificação / Visualizações do relatório,Porcentagem de visualização dos relatórios de AD,Porcentagem de professores que visualizaram relatórios de AD,Porcentagem de administradores que visualizaram relatórios de AD,Nº de exercícios em relatórios de AD / exercícios disponibilizados,Média de exercícios em relatórios de AD por turma,Média
531,colegiovitoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,cristadecuritiba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,cristaodapenha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,cursologhus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,cursoprogressao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,dante,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,colegioveratz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,colegiomundoideal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,colegioradar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,colegiouniversitario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,colegiopitagoras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,colegiosantoscarneiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,colegiosaojudas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,colegiosaoluis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,colegioshalom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,colegiosm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,colegiosoledade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,colegiosp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,colegiosussurana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,colegiosuzart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,colegiotelescastelao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,colegiotelesmourabrasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,colegiounidadejardim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,colegiosantanna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,colegiomastersp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,colegiosantamariaminas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,colegiosantamaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,colegiosantadoroteia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,colegiopolivalente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,colegioportoseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,colegiopremiumgentil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,colegiopresbiterianobras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,colegiopresbiterianosimonton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,colegioprevejau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,colegioprimeiromundo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,colegiopitagoraspe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,colegioprogresso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,colegiopurissimo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,colegiometropole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,colegiomartinus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,colegion1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,colegiomonjolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,colegionivardomoura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,colegionovopatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,colegioobjetivosorocaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,colegiooctagon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,colegioocteto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,colegioodysseus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,colegiooficina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,colegiootacilio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,colegiopadreeustaquio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,colegiopadremororo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,colegiopassionista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,colegiopatriciacosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,colegiomontesclaros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,colegiometropolitan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,colegiomaristaroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,colegiolamarck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,colegiolebiste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,colegiolegado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,colegiolemeitapeva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,colegioliceujardim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,colegiolobato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,colegiolouveira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,colegiopel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,colegiolumiar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,colegiomanoellobo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,colegiomarcondes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,colegiomariahelena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,colegiomarilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,textecnologia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,pensecursos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,umdoisquatro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,ecatuparticipacoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,dom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,dominiusprincipius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,dominusprincipius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,dsjujy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,e24h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,eabsf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,eacs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,eajam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,dpaschoal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,ebatistadeipiau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,djangogirls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,cursocn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,cursofap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,discere,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,darwinvilavelha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,dcc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,delta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,dimensao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,dimensaopa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,colegiofuturomg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,ebcd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,eeemba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,eemanaus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,eemariahelenadasilva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,efaculdades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,eicoracaodemaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,eliteemilianoperneta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,eliza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,eloeducacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,dlp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,emefmaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,emgovernadorleonelbrizola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,escolamaritel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,escolanormal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,escolapaulofreire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,escolapmundo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,escolamodelada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,escolaprofessorxavier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,escolaraiodeluz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,escolarealeza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,escolargf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,escolasantacatarina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,escolasantamaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,escolasantamariagoretti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,escolasantamarta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,escolamobile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,escolaespacoeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,escolamariabernarda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,escolafamiliaagricula,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,escolaformacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,escolagappe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,escolagenesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,escolagenesisbrejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,escolagovernadorluiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,escolagpc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,escolagregorio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,escolainovacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,escolainternacionalgoiania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,escolajoseamerico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,escolajoseflorencio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,escolaleticiateixeira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,educativasaocarlos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,ecompo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,escolamonza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,editoracristaevangelica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,cealegriadesaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,ceantenorreis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,ceantoniocarlosmagalhaes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,cearacruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,ceasf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,ccncertificadora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,cebnsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,ceccataguases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,cecenecista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,cecharlesdarwin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,cedac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,cefa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,canalrevisao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,cardealarcoverde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,carlospicaza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,cascavelense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,castelinhodosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,cce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,castroalves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,catolica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,cbpalmas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,aurora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,ahuscao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,akmaestra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,alferomendes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,almirantebarroso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,alpheurosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,alternativocursoecolegio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,alura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,ceac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,cdf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,cct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,bozano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,edivancalixto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,edlauravicuna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,educandariogoncalvesdearaujo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,educallesser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,colegiofredericoozanam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,betuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,bilac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,biologiabarauna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,biologiaprofluis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,blumenaucoc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,bondienglish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,bonfim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,borgesamorim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,brasilsoft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,ccserrinha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,buddys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,bumerangeprofissoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,buser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,c7s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,cacbab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,calculo2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,berlaar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,barquinhodepapeldf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,barradevbarranull,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,batistaburitis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,batistasantosdumont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,camerinocursos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,ccpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,escolanie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,escolamonteirolobato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,americanobatistadapraiadacosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,colegiomarcioseno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,cpvc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,cristaonovavida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,cristoreimarau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,crlicaoevida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,cpv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,cruzesousa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,cscgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,csjcanguaretamarn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,csmabh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,colegiosantacatarina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,cpresbsp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,colsaojose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,conosco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,conosquinho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,contec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,conteudos6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,cooedita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,cooeduc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,coopeccaetite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,coopenriopreto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,colegiosantaangela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,colegiojosealencar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,colegiolasalleaguasclaras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,colegiolider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,colegioliliental,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,colegiolimanogueira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,colegioloyola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,colegioluizacora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,colegiomadrededeus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,colsantacatarina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,colegiosaocarlos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,colegiosepp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,colegiosantacecilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,zoe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,colegiosupremodaamazonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,colegioteleyos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,colegiotravessia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,colegiouneouro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,colegiounirs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,colegiovalparaiso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,colegioveiga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,colegiozenite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,colegiozerohum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,coloniadosaber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,colegiosincrona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,colegioserecrescer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,colegiosantaclara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,colegiosenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,colegiosantaesmeralda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,colegiosantamarcelina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,colegiosantamonicalimoeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,colegiosantanapr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,colegiosantateresinha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,colegiosantoandre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,colegiosantotomasdeaquino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,colegiosaojose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,colegiosaolucas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,colegiosaomateus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,colegiosaomiguel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,colegiosaosalvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,colegioseal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,colegiomagno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,colegiomargirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,eokiko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,colegiojoliveira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,colegiomilitardompedroii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,colegiomodulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,colegiomontessori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,colegionatureza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,colegionazareth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,colegionossasenhoradelourdes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,colegionotadez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,cursinhoines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
