,namespace,Semana,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Tempo de correção por aluno por questão,Tempo médio entre criação e publicação de AA por questão,Tempo médio entre publicação e ínicio de AA,Porcentagem de visualização de relatórios de AA,Porcentagem de relatórios de AA visualizados por docente
667,colegioarena,32.0,0.456095041322314,1.25,26.25,0,0 days 01:04:07.733224810,2 days 17:00:46.837157700,0.3724696356275304,0.3472222222222221
668,colegiouirapuru,35.0,0.4545454545454545,1.0,5.0,0,0 days 00:06:36.104981600,0 days 15:49:10.025484500,0.0,0.4
669,adrianochan,35.0,0.453382084095064,0.0049504950495049,3.0,0,0 days 00:00:28.293625333,-1 days +23:59:35.988484,0.0,0.4545454545454545
670,amadeus,24.0,0.4533091568449682,2.419354838709677,45.54838709677419,0 days 02:35:04.758212933,0 days 00:10:51.771100956,1 days 10:47:26.031767506,0.2366103308736015,0.6726190476190476
671,acessoboqueirao,26.0,0.4529051589369463,3.1666666666666665,111.0,0,0 days 02:53:53.259194989,2 days 05:10:04.519258210,0.3424556213017751,0.0
672,santoamerico,33.0,0.4525862068965517,0.7894736842105263,5.0,0 days 00:24:16.988626,0 days 00:06:40.081233598,2 days 11:06:26.862469200,0.4057750759878419,0.875
673,physicsaugustomontenegro,34.0,0.4512635379061371,0.25,90.0,0,0 days 00:01:01.664379411,1 days 22:02:34.851009,0.2348754448398576,0.0
674,overmarciliofurtado,23.0,0.4509037616023449,1.6666666666666667,48.75,0,0 days 00:02:07.335726863,5 days 21:00:48.483408900,0.3691639522258415,0.9545454545454546
675,deltaeducacional,25.0,0.4508130081300813,1.0,40.5,0,0 days 00:00:54.875814782,1 days 01:27:01.123556250,0.3893442622950819,0.2333333333333333
676,stellamarisxaxim,34.0,0.4507611798287345,0.8333333333333334,24.666666666666668,0,0 days 01:01:54.255461179,2 days 03:00:02.745972333,0.5146067415730337,0.9318181818181818
677,acessopinhais,25.0,0.4504895767530006,4.75,97.0,0,0 days 10:48:28.704844168,0 days 15:08:26.990239,0.3833943833943834,1.0
678,overzonanorte,24.0,0.4500032486518095,4.866666666666666,52.8,0,0 days 00:01:32.012200309,3 days 21:51:03.249478328,0.2304108428631935,0.9207792207792208
679,universitariolondrina,26.0,0.448959356934817,3.52,96.56,0,0 days 00:17:03.300376571,2 days 06:02:29.461865738,0.1407292954264524,0.9160493827160496
680,overabelcabral,33.0,0.448541415288523,1.5,35.041666666666664,0,0 days 00:00:23.285457352,2 days 00:35:11.150227638,0.6354790419161677,0.7307692307692307
681,provaspoliedro,28.0,0.4455299539170507,0.5333333333333333,10.066666666666666,0,2 days 23:40:52.758587187,5 days 08:34:02.666032500,0.0503496503496503,1.0
682,stellamarisxaxim,24.0,0.4448508545122028,3.235294117647059,47.8235294117647,0,0 days 01:36:58.652289975,4 days 03:59:28.938341800,0.3177022274325908,0.7941176470588234
683,elitecuritibaemilianoperneta,23.0,0.4415763068457679,1.8,107.6,0 days 00:53:39.003139666,0 days 01:29:12.462456403,2 days 19:36:30.114762666,0.7411003236245954,1.0
684,master,32.0,0.4398910096667305,0.2115384615384615,40.92307692307692,0,0 days 15:26:34.930175825,4 days 07:44:56.492433772,0.4180044066729619,0.0
685,prismapatrocinio,30.0,0.4397834912043302,0.4,4.4,0,0 days 00:01:17.698110450,1 days 00:01:28.953175500,0.2130177514792899,1.0
686,mariliamattoso,34.0,0.4384331635341648,2.25,53.75,0,0 days 00:00:57.827811790,1 days 20:07:56.329898037,0.5587155963302752,0.8823529411764706
687,overpontanegra,34.0,0.4377367424242424,2.25,43.4375,0,0 days 00:03:03.855564257,1 days 13:42:07.108702305,0.4202453987730061,0.5925925925925927
688,acessofazendariogrande,27.0,0.4371957645405731,4.363636363636363,54.36363636363637,0 days 07:50:15.481786666,0 days 03:10:34.044778041,1 days 13:55:44.514797395,0.3371273712737127,0.9375
689,colegiopremium,33.0,0.437050947093403,2.923076923076923,73.61538461538461,0,0 days 00:16:55.138451347,0 days 06:35:13.602936526,0.2489451476793249,1.0
690,crescercampinas,33.0,0.4369470126255095,3.1153846153846154,70.88461538461539,1 days 01:00:15.151848833,0 days 00:11:33.580613363,1 days 15:08:35.634550759,0.7593868029326817,0.5771585557299843
691,deltaeducacional,24.0,0.4361924686192469,0.8333333333333334,34.666666666666664,0,0 days 00:08:46.365572534,0 days 19:41:29.590003200,0.483739837398374,0.2638888888888889
692,acessopinhais,27.0,0.4357718677013486,5.25,100.5,0,0 days 06:41:38.497810129,0 days 12:40:01.297683142,0.2674033149171271,0.9583333333333334
693,colegiojoaopaulo,33.0,0.4314188361579404,2.823529411764706,117.82352941176472,0,0 days 00:07:31.075997701,1 days 22:37:47.988530166,0.6074544012688342,0.8015238095238095
694,overmarciliofurtado,25.0,0.430712804975283,5.583333333333333,71.75,0,0 days 00:00:22.417871568,2 days 08:19:12.130286701,0.2209838585703305,0.8302469135802468
695,physicsumarizal,23.0,0.4300635324015248,2.1666666666666665,122.16666666666669,0,0 days 00:03:51.552145738,1 days 05:06:19.953369538,0.2486486486486486,1.0
696,physicsalcindocacela,27.0,0.43,0.1666666666666666,70.0,0,0 days 00:00:08.837100,0 days 02:57:32.140542,0.38,0.0
697,colegiomagnum,33.0,0.4294117647058823,0.1538461538461538,96.0,0,0 days 00:00:34.083987556,1 days 01:34:10.481153,0.3313725490196078,0.0
698,physicsalcindocacela,25.0,0.429087261785356,8.25,41.0,0,0 days 00:00:27.614630333,2 days 12:49:00.157833757,0.3376264949402024,0.0
699,colegioplanck,28.0,0.4288219818766443,0.5,24.0,0,0 days 20:05:56.503555445,16 days 15:14:29.836116833,0.6153846153846154,0.0
700,ceespacolivre,28.0,0.4285714285714285,1.0,22.0,0 days 07:29:55.208023,0 days 00:04:37.341866567,0 days 21:38:43.901199500,0.5833333333333334,1.0
701,santoamerico,35.0,0.425,1.0,4.0,0,0 days 00:06:31.238409500,2 days 15:45:41.170031333,0.0609756097560975,0.125
702,cnslpb,26.0,0.4239543726235741,1.6666666666666667,10.666666666666666,0,0 days 00:00:14.201640316,0 days 05:49:43.574017400,0.1646341463414634,1.0
703,acessoalmirantetamandare,23.0,0.4239416963870367,2.25,52.75,0 days 02:03:58.610101750,0 days 01:27:49.527805670,1 days 14:23:25.394718333,0.6186186186186187,1.0
704,apogeustoantonio2,26.0,0.4235294117647059,0.6666666666666666,101.0,0,0 days 01:17:17.330397888,0 days 15:45:22.395005500,0.3588235294117647,0.0
705,colegiojoaopaulo,35.0,0.4225053078556263,2.5,26.5,0 days 00:12:04.177294,0 days 00:02:29.093976567,0 days 18:29:36.489148200,0.1666666666666666,0.5666666666666667
706,institutocristao,23.0,0.421474358974359,2.5,20.75,0,0 days 10:44:16.846768551,1 days 21:59:01.674101400,0.24,1.0
707,santamariacn,33.0,0.4210526315789473,0.5,8.0,0,0 days 02:35:03.786459375,0 days 00:02:56.766214,0.3333333333333333,1.0
708,acessofazendariogrande,23.0,0.4204499914123776,2.4444444444444446,59.66666666666666,0 days 02:58:35.233988,0 days 01:11:16.182903811,1 days 09:10:55.963528363,0.5363748458692972,1.0
709,physicsaugustomontenegro,23.0,0.4202489717176864,1.8888888888888888,96.11111111111111,0,0 days 00:01:30.319146031,1 days 07:38:27.595710529,0.3026785714285714,1.0
710,elitecuritibaemilianoperneta,30.0,0.4200792602377807,0.75,29.0,0,0 days 04:15:55.853450109,0 days 01:29:17.494129666,0.509090909090909,0.0
711,acessosjpinhais,27.0,0.4200410839406815,2.060606060606061,36.42424242424242,0 days 02:04:46.495054,0 days 02:37:37.450822728,1 days 09:40:09.017954044,0.3119086460032626,0.8628747795414462
712,prevest,34.0,0.4193548387096774,1.0,20.0,0,0 days 00:06:44.403548850,1 days 00:34:07.217267,0.3225806451612903,0.0
713,cnslpb,34.0,0.4184210526315789,2.0,16.666666666666668,0,0 days 00:00:13.865353179,1 days 20:25:45.016381,0.2337662337662337,0.9166666666666666
714,provaspoliedro,25.0,0.4181230873852431,0.8360655737704918,16.721311475409838,1 days 09:55:31.060703,0 days 01:02:32.774705962,7 days 09:27:37.694430509,0.1512345679012345,0.7688888888888888
715,overmossoro,24.0,0.4173027989821883,3.7142857142857135,37.142857142857146,0,0 days 00:07:32.192510938,2 days 04:15:42.427047153,0.4071246819338422,0.9242424242424244
716,contemporaneocidadeverde,33.0,0.4167641325536062,3.857142857142857,142.0,0,0 days 00:04:43.638581029,1 days 08:12:54.944899444,0.5076335877862596,0.7100340136054422
717,maplebearslz,26.0,0.4142857142857143,1.3333333333333333,23.33333333333333,0,2 days 17:24:54.797532050,1 days 02:42:52.642712750,0.4347826086956521,0.4583333333333333
718,escolaceciliameireles,23.0,0.4117647058823529,2.0,21.0,0,0 days 00:00:33.638313645,0 days 19:31:38.114961500,0.2941176470588235,0.5
719,cursosazambuja,23.0,0.4107142857142857,1.0,24.0,0,0 days 00:00:19.206907562,6 days 21:19:38.918108500,0.5892857142857143,0.0
720,acessohauer,23.0,0.4093717040831701,2.25,29.25,0 days 00:39:01.996772,0 days 02:26:27.270079661,0 days 20:35:31.324130722,0.5442477876106194,0.9
721,colegioensitec,28.0,0.4068522483940043,0.4444444444444444,18.88888888888889,0,0 days 03:38:47.701646662,6 days 06:36:17.868551500,0.5809128630705395,1.0
722,acessosantafelicidade,23.0,0.406547214673913,1.6363636363636365,49.90909090909091,0 days 00:36:33.538905,0 days 00:43:16.465505693,2 days 04:44:23.807182,0.6283704572098476,0.0
723,stellamarisjuveve,33.0,0.4060834524892759,1.1071428571428572,27.25,0 days 01:14:07.281540,0 days 00:24:45.306169664,2 days 04:45:50.449733774,0.478344562078922,0.8
724,stellamarisaguaverde,34.0,0.4049079754601227,0.4615384615384615,10.0,0,0 days 01:55:17.226939550,2 days 02:29:35.340279666,0.4634146341463415,0.75
725,physicscidadenova,23.0,0.4041276941846279,0.8125,111.5625,0,0 days 00:01:17.025075990,1 days 11:15:08.642407692,0.4180168502916396,0.0
726,macvest,27.0,0.4032258064516129,1.0,90.0,0,0 days 00:00:33.555432600,0 days 07:28:39.959112,0.3064516129032258,0.0
727,colegiojoaopaulo,28.0,0.4011637572734829,1.6428571428571428,23.0,0,0 days 00:01:28.097362379,1 days 06:50:44.027766739,0.32719836400818,0.6373015873015874
728,stellamarisjuveve,34.0,0.4002336448598131,1.1071428571428572,25.321428571428573,0 days 00:16:22.567781,0 days 00:32:33.350950637,2 days 01:46:55.082357193,0.4658981748318924,0.7135416666666666
729,santadoroteia,33.0,0.4,1.0,1.0,0,0 days 00:09:49.311572666,0 days 12:22:33.398728333,0.0666666666666666,0.0
730,physicsalcindocacela,34.0,0.3971600519214884,0.3157894736842105,90.73684210526316,0,0 days 00:12:13.872977436,0 days 19:02:09.330402666,0.3886693017127799,0.0
731,colegiouirapuru,34.0,0.3954504094631483,0.65,9.0,0,0 days 00:01:24.098749942,2 days 04:44:00.966028615,0.0923520923520923,0.6111111111111112
732,universitariolondrina,35.0,0.3943808707633883,0.5,32.02777777777778,0,0 days 00:01:33.210556814,1 days 01:36:24.271120222,0.2746585735963581,0.2760416666666667
733,santoamerico,31.0,0.3938571604785987,1.2666666666666666,20.8,-1 days +23:49:58.041453,0 days 00:12:00.892453947,5 days 03:41:14.530642052,0.3436268068331143,0.7928571428571428
734,pioxi,26.0,0.3937738940469689,0.8888888888888888,11.333333333333334,0,0 days 06:10:55.387347821,0 days 16:16:31.497310583,0.2441860465116279,0.6171875
735,cnslpb,25.0,0.3909136295556665,1.0,7.714285714285714,0,0 days 00:00:11.989470496,0 days 01:08:49.304450,0.1246290801186943,0.8333333333333333
736,provaspoliedro,32.0,0.3872749814034217,0.8695652173913043,32.71739130434783,0 days 22:40:11.625574692,0 days 01:23:51.269914674,1 days 04:54:47.558044512,0.0890720031391014,0.8571428571428571
737,macvest,33.0,0.3870967741935484,1.0,90.0,0,0 days 00:00:26.646248855,0 days 08:15:09.441175,0.3709677419354839,0.0
738,overzonanorte,34.0,0.385527709142252,2.4705882352941178,57.11764705882353,0,0 days 00:00:34.932751629,1 days 05:19:59.867118833,0.2855855855855856,0.63125
739,overzonanorte,25.0,0.3851247734560156,5.909090909090909,86.54545454545455,0,0 days 00:04:56.010131573,1 days 11:56:01.888228430,0.1650584052818689,0.8730952380952381
740,overpontanegra,23.0,0.3827303985665165,2.3125,39.6875,0,0 days 00:14:18.798051550,3 days 00:44:57.093423243,0.5041398344066237,0.9555555555555556
741,colegiojoaopaulo,34.0,0.3824152542372881,0.5555555555555556,68.88888888888889,0,0 days 00:01:37.411300889,1 days 18:18:12.182615600,0.3744292237442922,1.0
742,colegiomagnum,34.0,0.3803921568627451,0.1538461538461538,90.0,0,0 days 00:00:41.152183872,0 days 22:46:02.943031,0.2058823529411764,0.0
743,institutocristao,24.0,0.3795620437956204,8.0,76.4,0,0 days 00:10:15.211925037,1 days 02:01:01.652276425,0.1932203389830508,0.9814814814814814
744,stellamarisaguaverde,35.0,0.3763188745603751,0.5384615384615384,10.153846153846152,0,0 days 00:15:06.410122909,2 days 22:08:42.655024714,0.2880434782608695,0.55
745,ceprimeiromundo,31.0,0.3756360371146363,1.7,12.0,0,0 days 04:18:00.118693892,2 days 02:07:20.017725176,0.306390977443609,0.7361111111111112
746,physicsalcindocacela,23.0,0.3724487357200898,0.2941176470588235,84.47058823529412,0,0 days 00:03:14.389890436,7 days 17:35:58.053042400,0.4186795491143317,0.0
747,colegiopremium,25.0,0.3723404255319149,1.0,9.0,6 days 02:18:46.407508,0 days 00:00:47.838574177,1 days 10:48:36.206991333,0.2333333333333333,1.0
748,acessoboqueirao,23.0,0.3701612108874807,0.6,49.8,0,0 days 04:33:56.823730995,1 days 06:40:40.321382333,0.6092636579572447,0.0
749,colegiouirapuru,29.0,0.3695652173913043,0.2,6.0,0,4 days 22:09:03.999154500,0 days 00:03:42.249706,0.0289855072463768,0.5
750,overpontanegra,33.0,0.3669270833333333,1.15,25.65,0,0 days 00:00:46.316098956,3 days 04:20:05.867310260,0.5725047080979284,0.75
751,crb,32.0,0.3656978266561927,2.776119402985074,68.07462686567165,1 days 03:36:26.122208375,0 days 00:28:27.326870523,14 days 23:58:11.389231198,0.1119912862659669,0.0
752,colegiobatistaindependente,28.0,0.3622047244094488,1.1428571428571428,10.285714285714286,0,0 days 00:01:06.948054531,0 days 04:06:32.892385250,0.5662650602409639,0.5
753,colegioflamingo,33.0,0.3610023492560689,3.333333333333333,34.833333333333336,0,0 days 00:00:44.686712634,1 days 21:21:45.412080550,0.3027522935779816,0.7346938775510203
754,oficinadoestudante,23.0,0.3596004439511653,1.0833333333333333,30.0,0,0 days 00:10:16.562443158,5 days 01:54:39.985859076,0.2518837459634015,1.0
755,universitariolondrina,25.0,0.3593847781058569,2.533333333333333,88.63333333333334,0,0 days 00:12:17.655826400,2 days 22:44:55.025054447,0.1543965771614045,0.8870967741935485
756,acessohauer,24.0,0.358733427725576,3.0,34.5,0,0 days 01:51:44.512242007,1 days 03:04:53.457678083,0.4530321046373365,0.0
757,acessoalmirantetamandare,34.0,0.3587214611872146,1.4,36.9,0 days 00:58:25.080462,0 days 01:07:50.253320794,2 days 07:42:51.123972785,0.4015748031496063,0.75
758,invictus,35.0,0.3581943081452404,2.625,19.0,0,0 days 00:01:04.325008087,0 days 14:14:04.349380,0.2718120805369127,0.3541666666666667
759,provaspoliedro,24.0,0.3573360957089146,1.0813953488372092,31.88372093023256,0 days 09:36:12.611580500,0 days 02:20:16.325280178,2 days 06:38:42.912794440,0.1095478595478595,0.7333327946563241
760,universobarcarena,34.0,0.3571428571428571,1.0,1.0,0,0 days 00:01:58.671774,0 days 19:03:50.565254,0.2619047619047619,1.0
761,cursosazambuja,25.0,0.3571064696892511,0.1333333333333333,29.844444444444445,0,0 days 00:32:09.157249341,2 days 22:39:18.913472666,0.7333333333333333,0.209090909090909
762,physicsalcindocacela,33.0,0.3536443148688046,0.1428571428571428,93.42857142857144,0,0 days 00:00:24.288506412,0 days 15:56:38.277601500,0.3455377574370709,0.0
763,apogeustoantonio2,32.0,0.3523746410426331,0.4615384615384615,80.15384615384616,0,0 days 01:09:52.613748298,0 days 02:49:04.295160500,0.3243243243243243,0.0
764,stellamarisjuveve,29.0,0.3520631298725993,18.0,101.33333333333331,0,0 days 04:50:50.164409639,9 days 17:09:29.535514314,0.1209514170040485,0.9197530864197532
765,universitariolondrina,30.0,0.3516843677397942,2.0,73.82758620689656,0,0 days 01:12:47.741770159,2 days 16:21:07.009655241,0.2304865938430983,0.7863636363636364
766,overjoaopessoa,33.0,0.3468534906588004,0.75,90.25,0,0 days 00:03:33.691044170,1 days 23:22:43.428835833,0.5426829268292683,0.625
767,provaspoliedro,35.0,0.3467024640927658,0.7924528301886793,30.41509433962264,0 days 00:33:57.446342666,0 days 00:47:14.864620029,1 days 00:47:36.611981666,0.0069839627521986,0.3055555555555556
768,stellamarisjuveve,25.0,0.3464521212623895,2.7,41.9,0,0 days 01:43:53.723685693,2 days 03:36:26.879298370,0.3841173931808372,0.9565217391304348
769,cursoisfera,32.0,0.3451047947171978,2.142857142857143,32.42857142857143,0,0 days 00:01:10.220624122,0 days 21:26:29.077130,0.4748858447488584,0.0
770,overjoaopessoa,34.0,0.3443708609271523,1.1428571428571428,85.71428571428571,0,0 days 00:01:14.989055155,1 days 13:38:22.659000,0.4591836734693877,0.7
771,acessofazendariogrande,25.0,0.3438161795849216,4.444444444444445,61.55555555555556,0 days 01:35:06.817641,0 days 04:27:41.017538033,0 days 20:33:47.243907075,0.3865493400377121,0.8333333333333334
772,isem,32.0,0.3423831070889894,1.8571428571428568,9.0,0,0 days 00:01:40.585539069,1 days 12:46:18.836839,0.4157303370786517,0.76
773,qescola,29.0,0.3402061855670103,1.2,9.8,0,0 days 00:00:16.872162776,8 days 19:47:56.836774666,0.1136363636363636,1.0
774,cursoisfera,33.0,0.3399933399933399,1.8571428571428568,28.142857142857142,0,0 days 00:01:11.824255647,1 days 00:08:08.597513153,0.4010695187165775,0.0
775,cursosazambuja,26.0,0.3394123606889564,0.1818181818181818,28.272727272727277,0,0 days 00:02:23.104539921,0 days 08:03:30.403386,0.4189189189189189,0.0
776,eccos,33.0,0.3386861313868613,1.125,10.625,0 days 17:27:14.544813800,0 days 00:05:53.385404841,0 days 19:42:53.186773555,0.65625,1.0
777,acessosantafelicidade,34.0,0.3374799357945425,1.3846153846153846,38.53846153846154,0,0 days 02:02:17.987229500,2 days 14:40:19.148855833,0.4097496706192358,0.0
778,deltaeducacional,26.0,0.3346130221130221,2.0,75.4,0,0 days 00:00:16.193930667,0 days 17:48:38.538808900,0.0935672514619883,0.1879807692307692
779,studos,30.0,0.3333333333333333,1.0,2.0,0,0 days 00:00:56.312239,0 days 00:00:33.747602,0.3333333333333333,1.0
780,physicsconselheirofurtado,26.0,0.3333333333333333,2.0,10.0,0,0 days 00:00:42.223631900,0 days 06:51:40.107580500,0.1666666666666666,0.0
781,navegasas,27.0,0.3333333333333333,1.0,3.0,0,0 days 00:00:13.834520333,0 days 00:03:55.196909,0.1666666666666666,1.0
782,colegiodasamericas,23.0,0.3333333333333333,1.0,6.0,0,0 days 00:00:08.404522500,0 days 00:02:08.150245,0.1666666666666666,0.0
783,colegioup,28.0,0.3309246785058175,4.2727272727272725,57.54545454545455,0,0 days 01:41:39.410959759,0 days 18:51:25.207817319,0.0670945157526254,0.5824481074481075
784,villalobos,27.0,0.3285714285714285,1.2,6.4,0,0 days 00:00:37.685588158,5 days 17:22:34.022432,0.46875,1.0
785,joaobelem,25.0,0.328042328042328,1.0,10.0,0,0 days 00:00:13.668831282,1 days 07:00:09.851319,0.2894736842105263,1.0
786,colegioecursodesafio,24.0,0.3266437864774204,5.48,64.6,0,0 days 00:02:00.248200251,5 days 23:39:35.143937941,0.1572694701112577,0.5769724556489263
787,acessosjpinhais,34.0,0.3266349035579804,1.2173913043478262,32.0,0,0 days 00:41:34.056892907,2 days 04:32:43.896893107,0.3745113369820172,0.8
788,santoamerico,32.0,0.3263146643864899,1.1875,10.96875,0,0 days 00:02:29.464133810,0 days 21:28:22.809289684,0.358114674441205,0.7140022675736961
789,cnslpb,35.0,0.3237971391417425,1.2,7.0,0,0 days 00:00:12.242105655,0 days 03:52:32.608485833,0.0984848484848484,0.625
790,acessocampolargo,23.0,0.3227689741451209,1.625,57.875,0 days 00:22:51.168443333,0 days 01:42:37.075129914,1 days 17:13:07.223507307,0.602880658436214,0.0
791,acessosjpinhais,35.0,0.3226443532040954,1.2941176470588236,29.88235294117647,0,0 days 01:24:11.032190428,0 days 19:03:15.025477772,0.099047619047619,0.1617063492063492
792,ciadosaber,31.0,0.3225806451612903,1.0,6.666666666666667,0,0 days 00:00:28.277563033,1 days 14:40:11.983595333,0.0952380952380952,1.0
793,cnslpb,32.0,0.3218884120171674,1.3,12.4,0,0 days 00:00:28.503209084,0 days 08:41:10.019753,0.24408014571949,0.75
794,acessocampolargo,34.0,0.3216996576871558,1.125,52.5,0 days 00:18:33.316964,0 days 00:46:27.779545607,3 days 03:00:03.255853222,0.6065989847715736,0.0
