,namespace,Semana,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Tempo de correção por aluno por questão,Tempo médio entre criação e publicação de AA por questão,Tempo médio entre publicação e ínicio de AA,Porcentagem de visualização de relatórios de AA,Porcentagem de relatórios de AA visualizados por docente
1024,casdvest,26.0,0.0911801242236024,0.4,13.6,0,0 days 00:00:41.195139988,0 days 07:54:09.740412,0.0778523489932885,0.0
1025,souhabilis,34.0,0.0903426791277258,1.0,75.0,0,0 days 00:00:04.671694073,0 days 00:36:18.695005666,0.0467289719626168,0.0
1026,adrianochan,33.0,0.0875909090909091,0.0098522167487684,40.19211822660098,0,0 days 00:00:22.054050979,1 days 01:50:05.920749,0.0733788395904436,1.0
1027,moaciralves,33.0,0.0854271356783919,1.0,9.0,0,1 days 11:15:31.152987875,0 days 09:33:20.848180,0.0307692307692307,1.0
1028,invictus,28.0,0.0852510460251046,2.8,25.6,0,0 days 00:01:10.580696071,1 days 00:22:35.319241214,0.2769953051643192,0.59375
1029,objetivolorena,35.0,0.0844011142061281,1.25,16.583333333333332,0,0 days 00:23:02.926092350,0 days 22:49:09.184937433,0.156390977443609,0.4333333333333333
1030,eacorcovado,33.0,0.0842105263157894,1.0,2.0,0,0 days 00:03:18.353284,2 days 04:05:30.867700,0.2526315789473684,0.3333333333333333
1031,acessopinhais,35.0,0.078951379362902,4.5,75.5,0,0 days 00:07:31.454951995,1 days 19:34:38.538723222,0.0233160621761658,1.0
1032,cbpdigital,23.0,0.0777988614800759,1.4,6.6,0,0 days 02:23:14.716360921,1 days 07:32:37.414272857,0.1888297872340425,0.6111111111111112
1033,ciadosaber,30.0,0.0762711864406779,1.75,35.0,0,0 days 00:00:08.797130671,24 days 04:29:27.210698571,0.0762711864406779,0.8333333333333333
1034,objetivolorena,34.0,0.0762081784386617,2.409090909090909,38.77272727272727,0,0 days 00:33:37.435007394,2 days 13:29:20.250224603,0.3388059701492537,0.6530864197530865
1035,acessosjpinhais,28.0,0.0755711775043936,0.4,3.0,0,0 days 00:19:21.934574250,0 days 21:14:41.716633500,0.1623036649214659,1.0
1036,universobarcarena,26.0,0.0752982666766714,2.3076923076923075,54.76923076923077,0,0 days 00:01:09.249192005,26 days 19:44:19.541264900,0.1239669421487603,0.4930555555555555
1037,conexaosaber,26.0,0.074074074074074,1.0,10.0,0,0 days 00:00:36.222732200,0 days 00:38:49.441287,0.1111111111111111,0.5
1038,acessofazendariogrande,35.0,0.0726507982028486,2.571428571428572,36.285714285714285,0,0 days 01:05:34.065525335,0 days 05:44:53.896357166,0.034090909090909,0.2
1039,qescola,34.0,0.0716332378223495,2.0,19.2,0,0 days 00:29:07.010612734,0 days 07:12:24.305011500,0.0,0.0434782608695652
1040,moaciralves,34.0,0.0714285714285714,0.5,1.0,0,0 days 00:06:23.694506,0 days 19:13:14.770481,0.0238095238095238,1.0
1041,progressaodc,35.0,0.0689655172413793,1.0666666666666669,10.666666666666666,0,0 days 00:00:15.864053437,0 days 22:13:25.801206812,0.4482758620689655,0.5833333333333334
1042,acessosantafelicidade,35.0,0.0688130081300813,2.6666666666666665,40.0,0,0 days 00:28:39.264391559,1 days 09:56:36.912581250,0.029835390946502,0.0
1043,cursoisfera,23.0,0.0649490069779924,1.6,24.4,0,0 days 00:01:07.310570536,1 days 06:34:46.523945625,0.4,0.0
1044,overabelcabral,27.0,0.0639386189258312,2.0,23.0,0,0 days 00:00:19.565722304,5 days 16:52:28.906695,0.0673076923076923,0.0
1045,colegioguilhermedealmeida,35.0,0.0603907637655417,1.3333333333333333,12.0,0,0 days 00:00:47.637260258,1 days 06:36:08.277816,0.0828025477707006,1.0
1046,universitariolondrina,28.0,0.0601851851851851,0.3333333333333333,6.0,0,0 days 00:00:12.785907500,10 days 20:43:56.114536,0.0231481481481481,1.0
1047,cursoisfera,25.0,0.0597069597069597,4.25,46.25,0,0 days 00:01:46.965342401,3 days 03:23:52.473432823,0.2598039215686274,0.5
1048,universobarcarena,27.0,0.0588235294117647,1.0,10.0,0,0 days 00:01:36.638452100,28 days 19:52:00.192835,0.0,1.0
1049,mariliamattoso,29.0,0.0578338590956887,1.1666666666666667,9.333333333333334,0,0 days 02:44:16.539145699,8 days 11:24:45.646199714,0.2366412213740458,0.8888888888888888
1050,provaspoliedro,27.0,0.0563264765092331,2.888888888888889,244.66666666666663,0,0 days 00:30:59.126655626,2 days 09:51:51.999527230,0.0259740259740259,0.0
1051,universitariolondrina,29.0,0.0531321444901691,1.5,42.6,0,0 days 00:01:57.605846737,3 days 11:58:38.339990,0.0208986415882967,0.6666666666666666
1052,progressaoig,35.0,0.0526315789473684,1.0,10.714285714285714,0 days 03:55:03.846200,0 days 00:00:59.354197835,0 days 20:09:25.149208500,0.3157894736842105,0.6900000000000001
1053,institutocristao,34.0,0.0526315789473684,2.0,8.0,0,0 days 00:01:34.021473500,1 days 08:34:08.103895500,0.0526315789473684,0.8333333333333333
1054,aescobjetivo,35.0,0.0502397123451857,0.7222222222222222,19.11111111111111,0,0 days 00:01:07.486058761,0 days 19:26:33.437859692,0.0465408805031446,0.4375
1055,iracemarufino,31.0,0.05,1.0,1.0,0,0 days 00:10:08.835354,0 days 00:01:40.250139,0.2,1.0
1056,cbpdigital,26.0,0.0436893203883495,0.25,20.0,0,0 days 01:00:26.501801650,0 days 08:19:13.521237500,0.2864077669902912,0.0
1057,casdvest,31.0,0.0432835820895522,0.2,18.0,0,0 days 00:00:19.413559222,0 days 04:29:31.536871,0.0432835820895522,0.0
1058,ceprimeiromundo,35.0,0.0424486587402967,2.076923076923077,28.384615384615383,0,0 days 00:31:20.732320516,1 days 00:38:36.039113259,0.025,0.3794117647058824
1059,francobrasileiro,30.0,0.0416666666666666,1.0,270.0,0,0 days 00:00:08.470005744,0 days 00:11:20.810857333,0.0520833333333333,0.0
1060,casdvest,29.0,0.04,1.0,16.0,0,0 days 00:00:30.496216437,-1 days +23:59:04.617257,0.0533333333333333,0.0
1061,colegioglobal,35.0,0.04,1.0,10.0,0,0 days 00:00:05.669684900,0 days 02:56:10.071563,0.44,0.4166666666666666
1062,casdvest,27.0,0.0388059701492537,0.4,54.0,0,0 days 00:00:23.997948957,0 days 00:18:16.692310,0.0582089552238805,0.0
1063,colegioensitec,35.0,0.0384615384615384,1.0,5.0,0,0 days 00:06:58.817488600,0 days 18:46:33.466865,0.1923076923076923,1.0
1064,crescercampinas,26.0,0.0375,0.5,5.0,0,0 days 00:00:19.357539200,0 days 00:02:30.141857,0.0875,0.0
1065,faculdadeflamingo,33.0,0.03690036900369,1.0,6.666666666666667,0,0 days 07:06:20.293639033,2 days 21:47:57.156233666,0.2842105263157894,0.8
1066,aescobjetivo,26.0,0.0354104104104104,1.0,29.5,0,0 days 00:09:11.083223240,1 days 02:44:40.848183,0.029673590504451,0.2857142857142857
1067,master,26.0,0.0341023678487686,0.3918918918918919,122.43243243243244,0,0 days 17:53:59.429987282,2 days 05:33:17.279044103,0.0201535508637236,0.0
1068,faculdadeflamingo,32.0,0.0333333333333333,1.0,6.25,0,0 days 08:21:09.535823225,1 days 00:10:38.079811250,0.7214611872146118,1.0
1069,amadeus,29.0,0.0289507652590816,2.0,52.66666666666666,2 days 03:29:15.707920,0 days 00:00:35.932559901,1 days 18:35:16.077738250,0.0307564422277639,0.5555555555555556
1070,objetivolorena,25.0,0.0277574872169466,0.9333333333333332,21.73333333333333,0,0 days 11:32:25.789933067,1 days 23:58:59.892753928,0.1762917933130699,0.7261904761904763
1071,cursoisfera,24.0,0.0271538719409989,2.0,38.4,0,0 days 00:01:00.419216027,1 days 03:04:39.854969,0.3943661971830985,0.0
1072,acessoboqueirao,35.0,0.0268031421090216,1.4166666666666667,51.66666666666666,0,0 days 02:56:06.000410836,0 days 18:47:06.230221294,0.0145631067961165,1.0
1073,colegiouniverso,26.0,0.0263157894736842,1.0,70.0,0,0 days 00:00:31.892520200,0 days 01:59:37.221805,0.1710526315789473,0.0
1074,gerabixo,24.0,0.0262008733624454,1.0,88.0,0,0 days 00:00:01.541651454,0 days 00:01:58.385859,0.0829694323144104,1.0
1075,objetivolorena,26.0,0.0258175559380378,0.9607843137254902,4.803921568627451,0,0 days 00:01:35.037922898,1 days 08:55:55.367134163,0.3949044585987261,0.8628205128205129
1076,casdvest,32.0,0.0253731343283582,0.2,12.0,0,0 days 00:00:22.878305083,0 days 00:01:53.548469,0.0328358208955223,0.0
1077,litteratus,33.0,0.024390243902439,1.0,5.0,0,0 days 00:02:19.662198200,1 days 00:01:29.128659,0.024390243902439,0.3333333333333333
1078,qescola,24.0,0.0242290748898678,1.0,7.142857142857143,0,0 days 00:00:24.138223593,47 days 00:46:56.675065714,0.0074534161490683,0.5
1079,testevictorhugo,35.0,0.0238095238095238,0.4,19.2,0,0 days 00:00:02.290127467,1 days 00:02:54.668672,0.0,0.0
1080,escolaceciliameireles,27.0,0.0226415094339622,3.25,50.25,0,0 days 00:00:46.932674875,2 days 14:11:47.076590230,0.1550387596899224,0.6666666666666666
1081,casdvest,30.0,0.0223880597014925,0.2,7.0,0,0 days 00:00:46.766601142,-1 days +23:59:02.707258,0.0402985074626865,0.0
1082,casdvest,33.0,0.0223880597014925,0.2,11.0,0,0 days 00:00:24.152972181,-1 days +23:59:57.418495,0.0388059701492537,0.0
1083,gerabixo,33.0,0.0218340611353711,1.0,10.0,0,0 days 00:01:01.579660600,0 days 22:53:24.611728,0.0218340611353711,1.0
1084,qescola,30.0,0.0183542998556403,0.9444444444444444,34.22222222222222,0,0 days 07:14:20.217775758,3 days 06:30:08.798179882,0.0377358490566037,0.5333333333333333
1085,colegiosete,25.0,0.0169491525423728,0.5,10.0,0,0 days 00:12:18.185782100,0 days 04:31:45.124470,0.0508474576271186,1.0
1086,escolaceciliameireles,26.0,0.0162224797219003,2.0,28.33333333333333,0,0 days 00:00:38.630920146,6 days 10:30:03.729788833,0.0901639344262295,0.6666666666666666
1087,francobrasileiro,28.0,0.0158730158730158,2.5,361.0,0,1 days 15:54:50.655021799,0 days 00:21:30.175768,0.0349206349206349,0.0
1088,elitecuritiba,23.0,0.0116279069767441,0.125,90.0,0,0 days 00:01:12.178483222,1 days 19:56:27.143229,0.1563706563706563,0.0
1089,qescola,27.0,0.011578947368421,0.8,2.6,0,3 days 14:21:52.252946833,19 days 12:51:00.687857,0.0030581039755351,0.3333333333333333
1090,overmarciliofurtado,27.0,0.010752688172043,5.666666666666667,51.0,0,0 days 00:00:17.570830517,2 days 02:03:20.021643705,0.1239669421487603,0.125
1091,santoamerico,27.0,0.0094269706819399,0.85,1084.0,0,0 days 21:45:56.269852172,3 days 02:35:42.487921647,0.0112602858380251,1.0
1092,qescola,28.0,0.0088154269972451,0.8947368421052632,4.526315789473684,0,0 days 15:42:24.105124086,18 days 03:07:26.796066857,0.0,0.4259259259259259
1093,qescola,25.0,0.0060240963855421,1.0,2.2,0,0 days 00:00:50.486791040,39 days 15:20:45.583202,0.0030674846625766,0.3333333333333333
1094,qescola,32.0,0.0043117744610281,1.3333333333333333,6.333333333333333,0,0 days 00:00:26.511833100,2 days 11:57:38.277010500,0.0031948881789137,0.8333333333333333
1095,camerinocursos,29.0,0.0042105263157894,0.1428571428571428,10.0,0,0 days 00:03:31.711544100,0 days 00:00:10.224126,0.0505263157894736,0.0
1096,cursoisfera,27.0,0.0021881838074398,1.0,7.6,0,0 days 00:01:39.934071326,1 days 18:55:09.260493600,0.4210526315789473,0.0
1097,cursoisfera,31.0,0.0008602150537634,3.0,49.333333333333336,0,0 days 00:04:04.386221587,1 days 00:14:10.782889777,0.4,0.0
1098,qescola,26.0,0.0007419620774938,1.75,19.25,0,0 days 00:00:42.296727041,33 days 06:25:11.383560714,0.0059259259259259,0.7333333333333333
1099,cursoisfera,26.0,0.0002004811547714,3.75,80.5,0,0 days 00:00:42.339582725,1 days 23:21:42.928533200,0.4174311926605504,0.0
1100,oficinadoestudante,26.0,0.0,1.3333333333333333,33.333333333333336,0,0 days 00:00:05.379338500,5 days 00:04:32.885129250,0.0,0.0
1101,cursoisfera,30.0,0.0,1.0,15.0,0,0 days 00:00:39.883382133,2 days 09:28:43.026715,0.4,0.0
1102,pesenglish,34.0,0.0,1.0,1.0,0,0 days 00:01:48.045821,0 days 00:00:33.915790,0.0,0.0
1103,cursoisfera,29.0,0.0,1.0,15.0,0,0 days 00:01:07.282505,2 days 05:46:05.888978,0.3333333333333333,0.0
1104,cursoisfera,28.0,0.0,1.6666666666666667,35.333333333333336,0,0 days 00:01:38.450618383,0 days 07:57:14.742164800,0.3538461538461538,0.0
1105,osequim,34.0,0.0,1.0,25.0,0,0 days 01:11:52.090209800,0 days 08:23:41.930912333,0.0065075921908893,0.0
1106,objetivoteresina,24.0,0.0,1.0,2.0,0,0 days 00:00:14.601087500,-1 days +23:57:43.906372,0.1428571428571428,0.0
1107,objetivoteresina,28.0,0.0,1.0,3.0,0,0 days 00:01:42.413847666,0 days 00:01:15.621606,0.0,1.0
1108,cparaiso,32.0,0.0,1.0,4.0,0,0 days 00:00:06.273630500,0 days 00:00:34.093757,0.5,1.0
1109,pauloviana,31.0,0.0,0.5,8.0,0,0 days 00:00:10.206103,7 days 20:56:06.387878,0.0,1.0
1110,cursobase,34.0,0.0,0.5,25.0,0,0 days 02:43:30.925704360,4 days 20:42:06.028106,0.0,0.0
1111,cursobase,25.0,0.0,1.0,50.0,0,0 days 00:00:02.801419,2 days 11:23:19.060734,1.0,0.0
1112,cparaiso,34.0,0.0,1.0,3.0,0,0 days 00:01:04.895865,-1 days +23:54:12.162985,0.0625,1.0
1113,cursinhoeach,25.0,0.0,1.0,50.0,0,0 days 00:05:27.037504360,0 days 07:18:51.289571,0.2040816326530612,0.125
1114,contemporaneo,31.0,0.0,2.5,16.0,0,0 days 00:30:05.908079320,5 days 06:55:03.512255600,0.0,0.6388888888888888
1115,overnascimentodecastro,25.0,0.0,2.0,186.0,0,0 days 00:00:02.099107526,1 days 06:17:36.931481,0.7339449541284404,0.0
1116,nucleopva,28.0,0.0,2.0,90.0,0,0 days 00:00:03.405857866,14 days 15:50:20.183023,0.5223214285714286,0.0
1117,amais,33.0,0.0,1.5,55.0,0,0 days 00:01:03.101629980,0 days 14:48:16.116007333,0.0,0.0
1118,amais,24.0,0.0,3.0,182.0,0,0 days 00:02:03.550763421,0 days 17:01:37.804209333,0.0,0.0
1119,crb,29.0,0.0,0.5,9.0,0,2 days 11:21:39.278640111,6 days 01:37:24.127927,0.0,0.0
1120,amais,23.0,0.0,2.5,144.5,0,0 days 00:00:31.765523224,3 days 07:01:47.835252400,0.0,0.0
1121,alfacembilingue,25.0,0.0,1.0,3.0,0,0 days 00:00:52.239046666,-1 days +23:58:43.752502,0.0,1.0
1122,contemporaneo,33.0,0.0,0.5,30.0,0,0 days 00:02:46.053349200,4 days 03:17:51.969872,0.0,0.3333333333333333
1123,cursobase,24.0,0.0,1.0,50.0,0,0 days 00:28:33.700167540,0 days 11:26:10.995638,0.0,0.0
1124,charlesdarwin,24.0,0.0,1.0,2.0,0,0 days 00:01:12.426943,-1 days +23:59:49.942608,0.0,0.0
1125,cursoprogressao,32.0,0.0,1.0,10.0,0,0 days 00:00:09.129074700,0 days 00:01:38.445883,1.0,0.0
1126,equipe,34.0,0.0,1.0,44.0,0,0 days 00:00:04.566755500,-1 days +23:58:55.106812,0.0,0.0
1127,jardimsaopaulo,24.0,0.0,0.125,90.0,0,0 days 00:00:05.003405022,0 days 13:50:36.229237,0.436734693877551,0.0
1128,jardimsaopaulo,23.0,0.0,0.375,181.0,0,0 days 07:14:16.990123862,0 days 20:57:49.038860333,0.4759284731774415,0.5
1129,escoladeimpacto,28.0,0.0,0.6666666666666666,28.666666666666668,0,0 days 00:00:29.827507895,0 days 14:48:18.253636500,0.0,0.0
1130,escolajardimdasnacoes,24.0,0.0,2.0,5.0,0,0 days 00:01:22.834591,0 days 00:27:58.226797500,0.0,0.5
1131,esperanza,34.0,0.0,1.0,5.0,0,0 days 00:00:25.716117600,0 days 00:01:56.085156,0.0,0.0
1132,estantemagica,27.0,0.0,1.0,91.0,0,0 days 00:00:01.525147428,-1 days +23:59:19.480294,0.0,0.0
1133,faculdadeflamingo,30.0,0.0,2.0,16.0,0,0 days 02:42:22.099648750,0 days 00:01:01.987059500,0.7325581395348837,1.0
1134,faculdadeflamingo,35.0,0.0,1.0,7.666666666666667,0,0 days 00:00:58.520768966,0 days 12:03:06.205130666,0.125,0.6825396825396824
1135,fundacaobradesco,29.0,0.0,1.0,3.0,0,2 days 02:03:45.947558,-1 days +23:59:15.082807,0.0,0.0
1136,galois,28.0,0.0,1.0,5.0,0,0 days 00:01:21.922843200,0 days 00:00:36.527135,0.0,0.0
1137,garra,23.0,0.0,1.0,2.0,0,0 days 00:07:24.135107,-1 days +23:48:52.071173,0.5571428571428572,1.0
1138,garra,24.0,0.0,2.0,57.0,0,0 days 00:00:24.059852283,0 days 06:42:20.169582500,0.4214285714285714,0.5925925925925927
1139,garra,30.0,0.0,2.0,104.0,0,0 days 00:00:15.647780963,0 days 10:32:20.749172500,0.3,0.4722222222222222
1140,garra,31.0,0.0,1.0,90.0,0,0 days 00:00:06.346548455,0 days 14:06:29.243029,0.3,0.265625
1141,vitae,28.0,0.0,10.0,130.0,0,0 days 00:00:33.458298550,5 days 19:29:30.753509,0.0,0.0
1142,escola,34.0,0.0,1.0,3.0,0,0 days 17:40:59.224543,0 days 00:00:12.129114,0.0,0.0
1143,eluneonline,27.0,0.0,1.0,6.0,0,0 days 00:00:08.000246833,0 days 00:02:45.586399,0.0,1.0
1144,novotempo,24.0,0.0,1.0,2.0,0,0 days 00:01:03.258197500,0 days 00:02:42.589468,0.0,0.0
1145,acessohauer,29.0,0.0,1.0,20.0,0,0 days 02:22:05.874071300,5 days 15:08:23.852473,0.7857142857142857,0.0
1146,murilorocha,35.0,0.0,0.5,3.0,0,0 days 00:01:29.476289666,-1 days +23:56:47.214720,0.0138888888888888,0.0
1147,murilorocha,32.0,0.0,0.5,13.0,0,0 days 00:00:47.151277846,0 days 12:12:46.514371,0.0694444444444444,1.0
1148,murilorocha,31.0,0.0,0.25,1.0,0,0 days 00:02:50.863391,0 days 05:11:25.525411,0.125,0.5
1149,meta,30.0,0.0,1.0,2.0,0,0 days 00:03:32.204421,0 days 00:01:22.373888,0.0,0.0
1150,dante,33.0,0.0,0.3333333333333333,8.0,0,0 days 00:00:26.786021250,0 days 00:00:36.883197,0.0,0.0
1151,deltaeducacional,32.0,0.0,2.0,14.0,0,0 days 02:41:42.177507979,0 days 11:21:19.575684500,0.0,0.25
1152,deltaeducacional,33.0,0.0,3.0,22.0,0,1 days 23:08:31.337253125,1 days 00:01:15.681031,0.0,0.0833333333333333
1153,colegioser,26.0,0.0,1.5,16.0,0,0 days 00:01:20.442407200,19 days 22:11:54.615640333,0.1678743961352657,0.0
1154,deltaeducacional,34.0,0.0,5.0,84.0,0,0 days 09:05:58.147501989,1 days 19:21:13.321196600,0.0,0.1076923076923076
1155,deltaeducacional,35.0,0.0,5.0,34.0,0,0 days 02:22:44.087603450,0 days 04:49:45.380962200,0.0,0.0
1156,educamais,24.0,0.0,1.0,3.0,0,0 days 00:01:38.174309333,0 days 16:10:47.589593,0.0,0.0
1157,educamais,33.0,0.0,1.0,5.0,0,0 days 00:00:59.758836600,3 days 11:04:23.796811,0.0,0.0
1158,eduqo,32.0,0.0,1.0,4.0,0,0 days 00:00:40.465015750,0 days 00:03:46.860193,0.0,0.0
1159,magister,29.0,0.0,1.5,82.0,0,0 days 00:01:41.656967309,0 days 06:43:23.590099666,0.0,0.0
1160,eluneonline,26.0,0.0,0.5,15.0,0,0 days 00:00:08.745676266,-1 days +23:58:41.937334,0.5,1.0
1161,colegioser,34.0,0.0,1.0,40.66666666666666,0,0 days 00:13:49.417064295,2 days 00:26:56.750569,0.3691194209891435,0.4
1162,simbios,33.0,0.0,0.3333333333333333,96.0,0,0 days 00:01:04.163646458,1 days 01:38:30.370464,0.0039525691699604,0.0
1163,colegiosantamaria,34.0,0.0,2.0,10.0,0,0 days 00:00:59.860346452,-1 days +23:58:25.829060500,0.1428571428571428,0.5
1164,poliedropv,28.0,0.0,0.75,60.75,0,0 days 00:39:32.671586455,1 days 23:18:10.493812666,0.0295358649789029,0.0
1165,colegiodompedrosegundo,28.0,0.0,0.5,78.0,0,0 days 00:00:31.815813012,1 days 22:12:58.382564,0.5555555555555556,0.0
1166,poliedrotreinamento,34.0,0.0,1.0,10.0,0,0 days 00:00:47.392728040,0 days 00:02:22.565116,0.0,0.0
1167,poliedropv,34.0,0.0,0.3333333333333333,60.0,0,0 days 00:00:08.614162083,1 days 00:00:33.533217,0.0,0.0
1168,poliedropv,32.0,0.0,0.75,60.75,0,0 days 00:00:11.946921199,0 days 15:30:22.634921666,0.0227272727272727,0.0
1169,poliedropv,31.0,0.0,0.3333333333333333,60.0,0,0 days 00:00:10.936461783,2 days 00:10:16.318765,0.0111731843575419,0.0
1170,poliedropv,30.0,0.0,0.3333333333333333,60.0,0,0 days 00:00:19.596713333,1 days 06:07:25.186095,0.0,0.0
1171,poliedropv,29.0,0.0,0.3333333333333333,60.0,0,0 days 00:00:10.809651333,1 days 23:47:08.780909,0.0,0.0
1172,casdvest,28.0,0.0,1.0,40.0,0,0 days 00:00:36.207943525,2 days 23:52:20.603548,0.0190597204574332,0.0
1173,poliedropv,26.0,0.0,0.5,60.0,0,0 days 00:00:06.599245825,1 days 08:29:18.525013,0.0049627791563275,0.0
1174,brasilcursinhos,34.0,0.0,0.75,75.0,0,0 days 00:00:03.739254500,2 days 00:44:31.598626333,0.7377049180327869,0.0
1175,poliedropv,25.0,0.0,0.5,45.75,0,0 days 12:18:08.867085566,0 days 13:01:29.538764500,0.0112359550561797,0.0
1176,poliedropv,24.0,0.0,0.8,60.6,0,0 days 00:00:13.019429012,1 days 02:28:12.721714250,0.0629139072847682,0.0
1177,saea,33.0,0.0,1.0,3.0,0,0 days 00:00:58.382442666,0 days 00:01:04.766714,0.0,0.0
1178,saea,35.0,0.0,1.0,3.0,0,0 days 00:03:46.506103333,0 days 00:34:31.722647,0.0,1.0
1179,poliedropv,23.0,0.0,0.5,45.75,0,0 days 12:48:26.756164683,1 days 23:55:28.432013,0.0076923076923076,0.0
1180,poliedro,35.0,0.0,1.0,40.0,0,0 days 00:02:16.089094031,1 days 15:27:36.879235250,0.0,0.0
1181,poliedro,33.0,0.0,0.25,3.0,0,0 days 00:00:43.124550333,12 days 21:48:53.898841,0.0,0.0
1182,poliedro,32.0,0.0,1.3333333333333333,43.0,0,0 days 00:00:23.877941287,0 days 07:44:59.166804750,0.0,0.0
1183,colegiocognos,33.0,0.0,0.5,2.0,0,0 days 00:02:58.389585500,-1 days +23:57:22.844382,0.0,0.0
1184,colegiocognos,23.0,0.0,1.0,2.0,0,0 days 00:00:35.762504,0 days 00:00:15.871297,0.0,0.0
1185,colegiobrasilia,27.0,0.0,0.3333333333333333,20.0,0,0 days 00:00:05.789826800,28 days 10:30:42.689319,0.0,0.0
1186,colegiobianguloiv,34.0,0.0,0.6666666666666666,220.0,0,0 days 00:00:12.988586267,-1 days +23:56:19.797540834,0.0,0.0
1187,profederal,29.0,0.0,1.0,40.0,0,0 days 00:00:04.545482625,7 days 03:49:29.264431,0.0,0.0
1188,cmdpii,33.0,0.0,3.0,3.0,0,0 days 00:09:12.636139333,0 days 12:23:13.831686333,0.0,0.0
1189,cmdpii,34.0,0.0,6.0,660.0,0,0 days 00:00:18.840504911,-1 days +23:57:03.509404167,0.0,0.0
1190,cecbdf,34.0,0.0,0.3333333333333333,220.0,0,0 days 00:00:06.146486121,-1 days +23:57:04.041294,0.0,0.0
1191,cecbdf,33.0,0.0,0.1666666666666666,1.0,0,0 days 00:09:00.098055333,0 days 12:23:28.423220,0.0,0.0
1192,cognitivo,32.0,0.0,1.0,3.0,0,0 days 00:01:55.267756,0 days 00:06:32.839527,0.0,0.0
1193,primeirodemaio,32.0,0.0,1.0,60.0,0,0 days 00:15:04.507331633,0 days 00:04:05.721938,0.1275510204081632,0.0
1194,primeirodemaio,31.0,0.0,1.0,60.0,0,0 days 03:02:22.004462083,0 days 00:24:31.892623,0.4387755102040816,0.0526315789473684
1195,colegioanchietai,33.0,0.0,0.75,1.0,0,0 days 00:09:41.336627666,0 days 12:22:42.333415333,0.0,0.0
1196,colegioanchietai,34.0,0.0,1.5,215.0,0,0 days 00:00:16.704054579,-1 days +23:56:47.540515667,0.0,0.0
1197,cbpdigital,32.0,0.0,1.0,18.620689655172413,0,0 days 00:58:31.317851348,1 days 05:56:30.982272793,0.7222222222222222,0.9583333333333331
1198,portoseguro,34.0,0.0,1.0,16.0,0,0 days 00:00:26.218482937,-1 days +23:55:05.709101,0.0,0.0
1199,colegioanchietaii,33.0,0.0,0.6,1.0,0,0 days 00:09:36.738324333,0 days 12:22:47.430818,0.0,0.0
1200,colegioanchietaii,34.0,0.0,1.5,215.0,0,0 days 00:00:13.845797017,-1 days +23:57:17.117687500,0.0,0.0
1201,colegioarena,25.0,0.0,1.0,10.0,0,0 days 17:50:10.970816265,0 days 05:11:19.411675950,0.8347107438016529,0.0
1202,cbpdigital,31.0,0.0,1.1666666666666667,17.77777777777778,0,0 days 07:40:29.652446700,1 days 17:13:32.481780333,0.8125,0.8272727272727273
1203,colegiobianguloiv,33.0,0.0,0.2727272727272727,1.0,0,0 days 00:09:32.050705666,0 days 12:22:52.357882,0.0,0.0
1204,brasilcursinhos,35.0,0.0,1.2,90.0,0,0 days 00:00:03.731069300,0 days 01:05:42.507376833,0.3333333333333333,0.0
1205,brasilcursinhos,30.0,0.0,1.0,4.0,0,0 days 05:17:42.455589,0 days 07:05:00.164572,1.0,0.0
1206,colegiosantamaria,33.0,0.0,1.0,2.0,0,0 days 00:01:58.317757500,-1 days +23:58:57.064188,0.0,1.0
1207,colegionovopatio,25.0,0.0,1.0,80.0,0,0 days 00:00:13.011646657,1 days 11:46:40.947276,0.375,0.0
1208,sas,31.0,0.0,2.0,90.0,0,0 days 00:00:02.662997446,1 days 00:00:36.260304500,0.0,0.0
1209,sas,32.0,0.0,6.0,340.0,0,0 days 00:22:39.166660351,0 days 06:26:40.090281500,0.0227272727272727,0.0
1210,sas,33.0,0.0,10.0,745.0,0,0 days 00:07:11.665315295,1 days 06:50:14.616293,0.0,0.0
1211,amaisteste,35.0,0.0,2.0,17.5,0,0 days 00:00:35.637149516,0 days 00:00:11.714772750,0.0,0.0
1212,sasadaptem,23.0,0.0,1.0,90.0,0,0 days 00:00:01.650920790,72 days 09:54:46.639517,0.0,1.0
1213,sasadaptem,25.0,0.0,0.5,3.0,0,0 days 00:01:24.416315666,-1 days +23:58:22.410090,0.0,1.0
1214,saseducacao,23.0,0.0,5.0,13.0,0,0 days 00:00:15.296939933,4 days 06:36:36.005844400,0.05,0.4285714285714285
1215,seletivoeducallis,23.0,0.0,0.5,20.0,0,0 days 01:23:55.708780250,4 days 01:09:55.166775,0.0909090909090909,0.0
1216,colegioprogresso,28.0,0.0,1.0,2.0,0,0 days 00:00:46.818010500,0 days 00:02:20.248747,0.0,0.0
1217,brasilcursinhos,29.0,0.0,1.6666666666666667,58.333333333333336,0,0 days 00:00:19.563144999,2 days 16:57:16.587253600,0.4375,0.0
1218,amaisteste,33.0,0.0,0.5,5.0,0,0 days 00:00:19.464815400,0 days 00:03:28.518648,0.0,0.0
1219,serios,24.0,0.0,1.0,3.0,0,0 days 00:00:10.957160333,0 days 00:02:31.439513,0.0,0.0
1220,colegioradar,33.0,0.0,1.0,3.0,0,0 days 00:00:31.244826666,0 days 00:39:33.758096,0.0,0.0
